raw,processed,label
"PPKM : Proses Penundaan Kelulusan Mahasiswa. 

😭😭 https://t.co/qTqUmm2gaf",proses penundaan kelulusan mahasiswa,1
Mereka ini tidak termasuk dalam penerima bantuan sosial tunai (BST) dan program keluarga harapan. Bantuan tersebut diharapkan dapat membantu mengurangi beban masyarakat di masa perpanjangan PPKM darurat.,termasuk penerima bantuan sosial tunai bst program keluarga harapan bantuan diharapkan membantu mengurangi beban masyarakat masa perpanjangan darurat,1
@LinaMichael93 Iya tapi ppkm ga mau diperpanjang,iya diperpanjang,1
"PPKM diperpanjang dengan Status pake Level. 
Astaghfirullah udah kaya main game aja. Eeeh ups, kan ini memang hanya permainan :)",diperpanjang status pakai level astaghfirullah kayak main permainan eh ups permainan,0
@laksmi2801 Asma aku juga makin jadi selama ppkm 😵‍💫,asma jadi,0
@CNNIndonesia PPKM tapi ga dikasih makan...,dikasih makan,0
"Baru sembuh udh harus ngelsnggar ppkm cuma karena orang2 kolot yang ga ngerti ada teknologi yang namanya “Zoom” ato “Google Meet” buat meeting, capek lah anjing",baru sembuh udah ngelsnggar orang kolot mengerti teknologi namanya zoom google meet meeting cape anjing,0
@NaranyaDO hahah iya tar kalau udah ga ppkm ya 😅 aku punya balong juga disana,hahah iya iya punya balong disana,1
PPKM mu level berapa ?,mu level,1
@sushitorashuu Gara2 ppkm level 4 ni lomba di kampus w jadi online njir 😭,gara level lomba kampus jadi onlen anjir,0
@PresidenKopi PPKM level 4 berapa biji CABE nya ... ???,level biji cabe nya,1
"@bowosusilo94 Sudah tahu, Kak. Tapi bersyukur ya meskipun PPKM diperpanjang, bantuan dari pemerintah juga semakin banyak.",tahu kak bersyukur iya diperpanjang bantuan pemerintah,2
"@AREAJULID Pake nanya ppkm apaan. Ppkm adalah kalian, pemuda pemuda kayak monyet",pakai tanya pemuda pemuda monyet,1
@JeromePolin PPKM ngefek nya ke hubungan kita yg makin lama makin renggang.,ngefek nya hubungan renggang,1
"@Hi_Quds Harapan kita semua menurun ya, Mbak. Apalagi dg PPKM ini.",harapan menurun iya mbak,2
"@hariankompas @harisfirdaus Ppkm udah usai &amp; berubah nama jd level2an, pemerintah (akhirnya) baru berjanji. 😭",usai amp berubah nama jadi level an pemerintah baru berjanji,0
"Setiap kepala daerah harusnya memahami keadaan.

Spt pak @ganjarpranowo yg sangat paham apa yg hrs dilakukan di tengah Pandemi ini.

Baik di skenario PPKM diperpanjang ato tidak.
Yg jelas smua hrs bersinergi &amp; bergotong royong menyelesaikan Pandemi ini.
Smoga smua dimudahkan. https://t.co/rID7TWktPM",kepala daerah memahami keadaan pak paham dilakukan tengah pandemi baik skenario diperpanjang jelas bersinergi amp bergotong royong menyelesaikan pandemi semoga dimudahkan,2
PPKM : Pemberlakuan Pembatasan Kemanusiaan Masyarakat,pemberlakuan pembatasan kemanusiaan masyarakat,0
"@Hilmi28 Pandemi ini semakin di sebarkan maka TDK akan berakhir ,MK SDH i lah kata2 covid maka akan tenang negri ini,ppkm gak perlu yg penting jaga diri sendiri masjid tempat mengadu malah ditutup ,ekonomi negri ini SDH trn level maka hrs nya pemimpin negri ini paham dg ini",pandemi sebarkan berakhir kata covid tenang negeri perlu penting jaga masjid tempat mengadu ditutup ekonomi negeri trn level nya pemimpin negeri paham,0
"PPKM Level 4 fix
PPKM Level 5 
PPKM Final version
PPKM final fix bismillah
PPKM final fix bismillah terakhir
PPKM final fix bismillah terakhir revisi 1
PPKM final fix bismillah terakhir revisi print
PPKM final fix bismillah keridewe tenan print
PPKM final alhamdulillah print https://t.co/b6n5uC4iJS",level fix level final version final fix bismillah final fix bismillah terakhir final fix bismillah terakhir revisi final fix bismillah terakhir revisi print final fix bismillah keridewe tenan print final alhamdulillah print,1
Gamang karena perlawanan rakyat thd PPKM yg merupakan akal-akalan untuk tidak melaksanakan Kekarantinaan Wilayah sbgmn yg diatur UU.. https://t.co/6d2wRRJdXY,gamang perlawanan rakyat akal akalan untuk melaksanakan kekarantinaan wilayah sbgmn diatur uu,0
@Hi_Quds Berharap banget dengan adanya penambahan perpanjangan masa PPKM ini kasus Covid jadi menurun.,berharap banget penambahan perpanjangan masa kasus covid jadi menurun,2
"Terorganisir dan terencana.. skenario para Oposisi licik..
Demo tolak PPKM malah teriak Revolusi.. #politikBusuk #kaumMUNAFIK #BarisanSakitHati https://t.co/sorQ2jgf2g",terorganisir terencana skenario oposisi licik demo tolak teriak revolusi,0
"Ppkm udah ky boncabe ya berlevel, huhu",boncabe iya berlevel huhu,1
PPKM = Pagi Pagi Kita Mbadut https://t.co/tdF9ZHcdKD,pagi pagi mbadut,1
"Kalangan bawah pengen cepet cepet ppkm selesai (walaupun seharusnya belum) biar bisa kerja lagi masih bisa dimengerti, tapi kalangan menengah ke atas pengen hal yang sama cuma karena udah bosen pengen liburan, dan jalan-jalan, emang udah ga ada otak lagi. Go to hell.",kalangan bawah cepat cepat selesai kerja dimengerti kalangan menengah atas bosan liburan jalan jalan otak go tryout hell,0
@dishub_bwi uji kir kendaraan masih buka ya di masa ppkm?,uji kir kendaraan buka iya masa,1
"@armanke13 @CNNIndonesia PPKM itu kebijakan Pemerintah, Pemerintah Kota adalah perwakilan Pemerintah di kota, ya demonya ke Kantor Walikota,.. 

😁",kebijakan pemerintah pemerintah kota perwakilan pemerintah kota iya demonya kantor walikota,1
ppkm darurat diperpanjang sampai kamu sayang aku,darurat diperpanjang sayang,1
"@detikcom Sudah nurut pak selama ppkm. Di rumah terus. Seandai nya berkhayal sejenak. 1, beras 50 kg. 2, minyak goreng 50 kg. 2, indomie, bumbu lengkap. 4 sayur Dan buah an",nurut pak rumah terus seandai nya berkhayal beras kg minyak goreng kg indomie bumbu lengkap sayur buah an,0
@lilaccountz PPKM kalo level 4 bikin diare ga sih?,level diare sih,1
@DrTaufan1 @BunnedU Lebih baik lagi tolak yang buat PPKM nya agar tak akal2an lagi cari2 istilah utk menyusahkan rakyat kecil,baik tolak nya akal an cari istilah untuk menyusahkan rakyat,0
ni ppkm keanya ampe aku punya anak,keanya punya anak,1
"ppkm cepet selesai dong, gue kangen mau main sama temen 😫",cepat selesai kangen main teman,0
"@nameisnoval @satgascovid19id @aniesbaswedan @DivHumas_Polri @jokowi ciduk nih pak ga taat prokes, kita pada taat dirumah karena ppkm. Eh mereka enak enak kumpul bareng https://t.co/yHDZe7aKvv",ciduk pak taat prokes taat dirumah eh enak enak kumpul bareng-bareng,0
"@KOTAK_1ndonesia @Pencerah__ Sampai saat ini gak habis pikir dan masih heran dengan sikap pemda/pemkab/pemkot yg didaerahnya melakukan pembiyaran terhadap aksi kerumunan yang mengatas namakan kegiatan keagamaan dimasa pemberlakuan PPKM DARURAT dn skrg jd PPKM LEVEL.
TIDAK TEGASSS !!!",habis pikir heran sikap pemerintah daerah pemkab pemerintah kota didaerahnya melakukan pembiyaran aksi kerumunan mengatas namakan kegiatan keagamaan dimasa pemberlakuan darurat jadi level tegas,0
apa itu ppkm apa itu ppkm. sumpah yg blg kaya gt muka lo jelek bgt,sumpah bilang kayak muka jelek banget,1
@Nrumadiun323 @prabowo Apaan ini???? Pakai bahasa Indonesia dengan baik dan benar...🥺....efek PPKM dan jarang bertemu orang ya...sampai lupa bagaimana cara berbahasa Indonesia????? Jangan sampai lupa dengan negara Indonesia hasil jerih payah leluhur kita lo????,pakai bahasa indonesia baik benar efek jarang bertemu orang iya lupa cara berbahasa indonesia lupa negara indonesia hasil jerih payah leluhur,1
"Cecebs kalo lapar nyerangnya ke yang bertanggung jawab NGASIH makan selama PPKM ya, jangan sradak sruduk ke sesama netizen dan rakyat. Percuma. Yg biasa ngasih makan klean lagi gag punya duid:) klean nyerang2 juga gag dibayar u know :):)",cecebs lapar nyerangnya bertanggung jawab memberikan makan iya sradak sruduk netizen rakyat memberikan makan klean punya duid klean serang dibayar know,0
ppkm lv 4 kebayang lv 30 gmana pedesnya ya alloh,lv terbayang lv pedesnya iya allah,0
"@tirta_hudhi Sangat beda sekali Dok ketika PSBB masih banyak tabungannya,, waktu PPKM ini tabungannya udah abis jadi ga ada lagi namanya janda bolong janda bolong, ga gilak aja udh bersyukur klo sekarang",beda dok psbb tabungannya waktu tabungannya habis jadi namanya janda bolong janda bolong gila udah bersyukur,0
"@tribunnews Pribadi yg ngeyel bs dieksekusi nggak, yg msh demo2 udah tau lg ppkm @Reisa_BA",pribadi ngeyel dieksekusi demo tahu,0
"#PakdeMenclaMencle
... seharusnya keselamatan nyawa rakyat prioritas utama dimasa pandemi covid : hanya karena takut dengan kata karantina, corona jadi merajalela ! rakyat menderita dan sengsara, layak melawan menolak ppkm darurat bung ....
#PakdeMenclaMencle
🆘 😷😷
_ https://t.co/HJQ6gVVo0n",keselamatan nyawa rakyat prioritas utama dimasa pandemi covid takut kata karantina corona jadi merajalela rakyat menderita sengsara layak melawan menolak darurat bung,0
"Ppkm dikota ku, kalau kalian lurus kalian kena stop, ditanyain surat vaksin dan segala macem. Tapi kalau kalian belok, kalian bakal lewat tanpa surat vaksin dll cuma ya sedikit lebih jauh aja perjalanan kalian wkwkwk yang belum vaksin mah tinggal belok aja:)",dikota ku lurus kena stop ditanyain surat vaksin belok bakal lewat surat vaksin dan lain-lain iya jauh perjalanan wkwkwk vaksin mah tinggal belok,1
@Bangzull__ Mumpung ppkm sekarg aja. 1jt cukup hahaha,sekarg juta cukup hahaha,1
"@Syarman59 @BEM_SI @BEMUI_Official Kalo begini terus ya.....malah PPKM tambah diperpanjang
Niatnya apa sih bikin demo?
Mau buat cluster baru gitu?
Mau nambahin kasus?
Kalo makin banyak nti jgn salahin pemerintah ya!!!!",terus iya tambah diperpanjang niatnya sih demo cluster baru nambahin kasus salahkan pemerintah iya,0
@tyongfenj ttp aja bingung gak sih soalnya masih ppkm huhu,tetap bingung sih soalnya huhu,0
@keuangannews_id Iya ..ppkm darurat diganti level 4,iya darurat diganti level,1
PPKM level 4 dapet exp dari mana woi?,level exp woi,1
Pas pisan ppkm longgar tgl 25 gajian,pas longgar tanggal gajian,1
"@nurulrahma Alhamdulillah, meskipun PPKM diperpanjang tapi bantuan juga banyak diberikan. Semoga Indonesia cepat sembuh dari Covid ini ya Mbak.",alhamdulillah diperpanjang bantuan diberikan semoga indonesia cepat sembuh covid iya mbak,2
ni ppkm dibikin 4 level berasa lagi maen maze runner lu lari lari nyari kehidupan layak dan berlindung dari pandemi dengan posisi lu di tes sama pemerintah,dibikin level berasa main maze runner lari lari mencari kehidupan layak berlindung pandemi posisi tes pemerintah,0
"Saya pesan seblak di deket rumah
🙍‍♀️ Penjual 👦 saya

👦 teh beli seblak 3 10k-an
🙍‍♀️ ok gus, mau PPKM LEVEL BERAPA.
👦 HAH apa itu?
🙍‍♀️ ini istilah baru gus, sesuai tren, dunia twitter sdg tren PPKM yg ada level2an gitu gus.
👦 wkwkw oh iya, mau coba PPKM level 4 teh.
🙍‍♀️ siap",pesan seblak rumah penjual kakak perempuan beli seblak an ok gus level hah istilah baru gus sesuai trend dunia twitter trend level an gus wkwkw oh iya coba level kakak perempuan siap,1
@nameisnoval mau keadilannya aja sih. diluar sana orang cari rezeki susah karna ppkm. coba yang ini diapaaiin gitu :) @SatpolPP_DKI @SATPOLPPBogor @aniesbaswedan @jokowi @KompasTV @AREAJULID,keadilannya sih diluar orang cari rezeki susah coba diapaaiin,0
"Sahabat.. PPKM hanya menutup rejekimu dari sebagian pintu darat saja, sedangkan pintu langit selalu dibuka oleh dzat pemberi rizki. Maka jangan lupa angkat kedua telapak tanganmu setinggi tingginya 🤲🤲🤲",sahabat menutup rejekimu sebagian pintu darat pintu langit dibuka dzat pemberi rizki lupa angkat kedua telapak tanganmu setinggi tingginya,2
"@nameisnoval Gatau deh apa itu PPKM.
 Yg aku tau mah hanya, byk orang yg kehilangan pekerjaannya, rumah sakit dimana mana penuh, cari duit makin susah, penertiban pedagang kecil oleh satpol PP arogan, rakyat disuruh diem dirumah pas saat PPKM.",enggak tau deh tahu mah orang kehilangan pekerjaannya rumah sakit dimana penuh cari duit susah tertib pedagang satpol pulang pergi arogan rakyat disuruh diam dirumah pas,0
"smlm mimpinya cantik tp sedih banget, gegara PPKM kga bisa kemana² eh jadi mimpi jalan²🥺
hari ini sndri di klinik tiba² disuruh kejawa, kita ke hutan, sawah seru deh eh tp tiba² kita ke makam Alm. Mbah kakung (trnyt i kangen ziarah ke jawa, tahun ini blm ke makam. maaf y mbah😭)",smlm mimpinya cantik sedih banget gara-gara kga kemana eh jadi mimpi jalan hari klinik tiba disuruh kejawa hutan sawah seru deh eh tiba makam almarhum mbah kakung trnyt kangen ziarah jawa tahun makam maaf mbah,1
"Masa Presiden @jokowi tidak tau kalau demonstrasi menolak PPKM di Bandung dilakukan oleh orang-orang yang berada dibawah komando salah satu pembantu Presiden sendiri..😂
Pecat menteri Nadiem Makarim..!! https://t.co/l96Wd8Uc7C",masa presiden tahu demonstrasi menolak bandung dilakukan orang orang berada dibawah komando salah satu pembantu presiden pecat menteri nadiem makarim,0
"@BANKBRI_ID min, kartu ATM terblokir gimana ya min? Mau ngurus ke Bank lagi PPKM",min kartu atm terblokir iya min mengurus bank,1
"Jika PPKM diperpanjang, dan hasilnya sama saja

Maka akan dilanjutkan dengan adu penalti.",diperpanjang hasilnya dilanjutkan adu penalti,1
"@UyokBack PPKM Level 1  bungkus daon pisang
PPKM Level 2  bungkus kertas nasi karet 2
PPKM Level 3  bungkus kertas nasi disobek
PPKM Level 4  bungkus kotak nasi kertas
dah kaya nasi uduk 🤦‍♂️",level bungkus daon pisang level bungkus kertas nasi karet level bungkus kertas nasi disobek level bungkus kotak nasi kertas kayak nasi uduk,1
"@nameisnoval Anak anjing, udh tau ppkm pake kumpul, mana pada gabawa masker. Emg lo pada sebelum kumpul, udh pada swab tes? Muke gada yang cakep sok iye, bye cakepan juga mutualan gua",anak anjing udah tahu pakai kumpul gabawa masker kumpul udah swab tes muka tidak ada cakep sok iya bye cakepan mutualan,0
"@AREAJULID walaupun lg ga ppkm tp seengganya pake masker lah anjir, gua maen betiga sm temen rumah aja maskeran terus yallah mau nangis amat",seengganya pakai masker   main betiga teman rumah maskeran terus yallah menangis,0
@littleukiyo ayo mbak ayo bubar saya gak pesen badut pesta PPKM ini ckck,ayo mbak ayo bubar pesan badut pesta ck,0
"👶🏻 : PPKM tukang cat ya?
👧🏻 : ko tau?
👶🏻 : soalnya kamu telah mewarnai hidup ku",tukang cat iya tahu soalnya mewarnai hidup ku,1
@anccxiety PPKM ( Pusing Pikiran Karena Merindu) yhaaaaà,pusing pikiran merindu ya,1
"@__AnakKolong Ini orang tahu nggak tujuan PPKM? Yang diminta untuk membatasi ibadah dan BUKAN MELARANGNYA. 

Yang dia batasi malah cara make OTAKNYA, dan disuruh membangkang! 

Kesannya relijius tapi nggak PINTER BLASSS",orang tahu tujuan diminta untuk membatasi ibadah melarangnya batasi cara memakai otaknya disuruh membangkang kesannya relijius pintar sama sekali,0
"Awalnya candaan sekarang Kelabakan ?

Dari PSBB, PPKM, Hingga Level 1-4, Bukannya Terkendali Covid Malah Menjadi² 

Hilangnya nyawa Rakyat bukan Mainan, Akibat kebijakan Mencla Mencle 👎🏻👎🏻

#PakdeMenclaMencle
#PakdeMenclaMencle https://t.co/lvS95T6wTG",awalnya candaan kelabakan psbb level terkendali covid menjadi hilangnya nyawa rakyat mainan akibat kebijakan mencla mencle,0
"Jadi kan aku makan yogurt ori tiap hari tp karena ppkm jadi stol dulu 2 minggu karena males grocerry shopping ya

Aku biasa beli yang ada di vidio terakhir yang uk kecil gt kan tp karna ga ada aku suruh vidioin aja yang gede, aku mikirnya kan gpp deh lagian lagi ppkm gini https://t.co/Zf5HLoqYdY",jadi makan yoguori hari jadi stol minggu malas grocerry shopping iya beli vidio terakhir uk suruh vidioin gede mikirnya tidak apa-apa deh,1
"@Dennysiregar7 Tujuan ppkm baik, tp rakyatnya susah diatur dan gak tertib.  Kalau mau dikerasi, salah juga.  Walau ppkm, coba liat kenyataannya, tetep aja ngumpul sana sini.  Jd menurut saya percuma sih.",tujuan baik rakyatnya susah diatur tertib dikerasi salah coba lihat kenyataannya tetap berkumpul jadi menurut sih,0
"/wal selama ppkm di pulau jawa, pengiriman paket jadi lebih lambat lah? atau ttp sama aja?",wal pulau jawa pengiriman paket jadi lambat tetap,1
@bonengnengg abis ppkm we'll move to bali ya,habis ll move tryout bali iya,1
PPKM level 4 ternyata lebih pedes daripada bon cabe level 15,level ternyata pedas bon cabe level,0
@ruhutsitompul Diam kau @ruhutsitompul ...rakyat mau perubahan...kau pikir hebat x PPKM kau itu latteung..bodat besar kau,diam rakyat perubahan pikir hebat latteung bodat besar,0
"Selama ppkm ini, pemerintah ngasih bantuan nggak sih? Jujur aku nggak tau, tapi ya mungkin mesti dipikirin lah buat kebijakan tapi juga buat solusi gimana rakyat Indonesia ini walaupun ppkm tapi masih bisa makan.",pemerintah memberikan bantuan sih jujur tahu iya mesti dipikirkan kebijakan solusi rakyat indonesia makan,0
"PPKM Level 1-4
Dalam pikiran ku ""iki status gunung merapi po piye?""",level pikiran ku iki status gunung merapi po piye,1
"@farhanlontong Kalo memang terpaksa keluar, taat prokes aja sih. Tpi emg toko nya buka pas ppkm gni ?",terpaksa keluar taat prokes sih toko nya buka pas,2
@ArmanMeilana PPKM berlevel loh,berlevel loh,1
"@panca66 @dayatia Rektor UI gantiin LBP jd koordinator PPKM, virus corona kabur dr Indonesia",rektor ui menggantikan lbp jadi koordinator virus corona kabur indonesia,0
"@ZAEffendy Kita juga 
TDK suka PPKM...
Yukk taati prokes
Segera vaksin
Kasus turun...PPKM dilonggarkan
Semoga",suka yuk taati prokes vaksin kasus turun dilonggarkan semoga,2
"@nameisnoval ppkm(pelan pelan kamu m""""""i)akibat pansos.anak muda.klo di grebek ntar ngangis",pelan pelan akibat pansos anak muda grebek ngangis,0
"Baru kali ini naik kereta ppkm wkwk sampe di stasiun disambut toa dan satpam:

""SURAT TUGASNYA DIKELUARKAN""
""MASKER DOBEL""
""BARIS BERI JARAK SATU LENGAN""

beneran baris dulu buat tap in,
terus baris lagi sampe underground,
terus nunggu kereta deh",baru kali naik kereta wkwk stasiun disambut toa satuan pengamanan surat tugasnya dikeluarkan masker dobel baris beri jarak satu lengan benaran baris tap terus baris underground terus menunggu kereta deh,1
kenapasi ppkm ada level nya? kaya lagi pesen richeese:(,kenapasi level nya kayak pesan richeese,1
"https://t.co/PiBEb40kYb
Sikap arogan aparat seperti ini yy tdk boleh di tiru se olah yg punya negri ini tdk melihat org lain apakah ini salah 1 tupoksi dr petugas ppkm?  Akibat ppkm bnyk aparat yg petantang petenteng",sikap arogan aparat yy tiru olah punya negeri melihat orang salah tupoksi petugas akibat aparat petantang petenteng,0
"Tinggal bilang saja kalau ppkm darurat itu tidak di perpanjang. Gitu aja kok repot muter2 ngomongnya. Jujur apa adanya itu memang gak mudah, terlalu mewah itu bagi elite2 penguasa rupanya https://t.co/WyBFF7qV79",tinggal bilang darurat perpanjang repot muter mengomongnya jujur mudah mewah elite penguasa,0
"@p3bi PPKM level 4, Pura Pura Kagak Mengerti level pat pat gulipat",level pura pura mengerti level pat pat gulipat,1
"PPKM
Pernah Pacaran Kemudian Menikah. 💍 https://t.co/Vsma9fwaCs",pacaran menikah,1
PPKM Darurat diperpanjang sampai kau jadi milikku uwoooo uwoooo uwoooo,darurat diperpanjang jadi milikku uwo uwo uwo,1
"@CNNIndonesia PPKM, kebijakan nanggung yang mengatasnamakan kemanusiaan dengan mencekik manusia nya 😂😂😂",kebijakan nanggung mengatasnamakan kemanusiaan mencekik manusia nya,0
"@jansen_jsp Mgkn karna dirasa ngk mungkin buat istilah PPKM Super Darurat, setelahnya akan ada lagi PPKM Super Duper Darurat jika kasus meningkat setelah diberlakukan PPKM Darurat, pemilihan istilahnya kedepan makin sulit ...",dirasa istilah super darurat setelahnya super duper darurat kasus meningkat diberlakukan darurat pemilihan istilahnya kedepan sulit,0
"Ppkm level 4 , 
Dengan bergantinya judul biasa isinya akan berubah tapi ini sama aja 
Dan ahh sudahlah",level bergantinya judul isinya berubah ah,0
"@tifaneeaaa . idup org2 pada lg susah trus dia ikut berkontribusi jalan2 pas ppkm demi tidak stress. coba lu pikir, berapa banyak org yg kehilangan pekerjaannya, ekonomi keluarganya anjlok grgr ppkm. trus lu masih bs seneng2 post ig story!!! fucked up bgt",hidup orang susah terus ikut berkontribusi jalan pas stre coba pikir orang kehilangan pekerjaannya ekonomi keluarganya anjlok gara-gara terus senang post ig story fucked up banget,0
@nameisnoval Lo sekolah sampe mana? Ortu lu gak sanggup ngebiayain nya kah sampe gatau ppkm?miskin jg,sekolah orang tua sanggup ngebiayain nya kah enggak tau miskin,0
@Irwan2yah @kemenhub151 @KemenkesRI @BNPB_Indonesia Klu sekarang ppkm bener pegawai nya ..harus ada surat pengantar kerja,benar pegawai nya surat pengantar kerja,1
@ArtTeeno @DiantyYasmin3 See gak kasihan sama petugas medis dan kalangan rakyat bawah yg bergantung pada interaksi utk sambung hidup...PPKM diperpanjang bukan karena maunya pemerintah tapi maunya sebagian kelompok dimana kelompok yg sama yg akan koar2 menyalahkan ketika pandemi memuburuk...,sih kasihan petugas medis kalangan rakyat bawah bergantung interaksi untuk sambung hidup diperpanjang maunya pemerintah maunya sebagian kelompok dimana kelompok teriak menyalahkan pandemi memuburuk,0
"@geloraco mereka ditunggangi kepentingan keluarganya. 
anak istrinya butuh nafkah utk memenuhi kebutuhan hidup. PSBB/PPKM dan apapun namanya hanya menyusahkan rakyat kecil. dan hanya memuaskan sekelompok orang yg hidupnya sdh nyaman.",ditunggangi kepentingan keluarganya anak istrinya butuh nafkah untuk memenuhi kebutuhan hidup psbb apapun namanya menyusahkan rakyat memuaskan sekelompok orang hidupnya nyaman,0
"Morning, semangat terus walau ppkm darurat :)",morning semangat terus darurat,2
"Ayolah Gaes..... Mau sampai berapa lagi corona ini menyiksa kita ?
Mau berapa banyak lagi saudara/i kita yang jadi korban keganasan corona Blakasadut ini ?

Oleh sebab itu #StopBebalPatuhiAturanPPKM ,PPKM tidak akan berarti apa² tanpa peran serta kita semua. https://t.co/b0GulHoBZG",ayolah guys corona menyiksa saudara jadi korban keganasan corona blakasadut berarti peran,2
@RVsmfown IHH CEPATT ADUIN ORG LGI PPKM IBADAH DIRUMAH JG GAPAAPA,ih cepatt aduin orang ibadah dirumah gapaapa,0
selamat pagi gengs 3 hari lagi kelar ppkm darurat tp tetep gbs kmn kmn huahahaha 🙁,selamat pagi gengs hari kelar darurat tetap tidak bisa kemana kemana huahahaha,0
"@ana_khoz Udh sengsara krena PPKM, malh ada yg bginian. Angel terahe ngatur",udah sengsara bginian angel terahe mengatur,0
"@CNNIndonesia Lha yo yg ky gini ini..yg bikin pandemi berlangsung terus2an. Bukan mereda, malah smakin meningkat. Mbok ya kalo ga mau ada ppkm ppkm an, ya patuh prokes knp to? Gr2 org2 kek gini, yg kena imbas org banyak. Demo, bergerombol, ga pake masker. Wes adu abab ga karuan sisan.",iya pandemi berlangsung terus an mereda meningkat mbok iya an iya patuh prokes tryout gara orang kayak kena imbas orang demo bergerombol pakai masker wes adu abab karuan sisan,0
@Hernanurf Dampak ppkm po,dampak po,1
"@nameisnoval PPKM tuh singkatan dari Pemberlakuan Pembatasan Kegiatan Masyarakat, Bang. Mangkannya jangan nongkrong mulu di warkop, baca berita kek sekali-kali. Seenggaknya kalo mau jadi beban keluarga harus punya social awareness juga dong. 😲 https://t.co/QGoketQ3OV",singkatan pemberlakuan pembatasan kegiatan masyarakat mas mangkannya nongkrong terus warung kopi baca berita kayak kali seenggaknya jadi beban keluarga punya social awarene,0
"@tempodotco Yg tidak terkena covids tapi tidak bisa mencari nafkah krn PPKM masih tetap tidak dapat bandos? 
Vaksinasi massal terasa semakin jarang dilakukan akhir2 ini.",terkena covids mencari nafkah tetap bandos vaksinasi al terasa jarang dilakukan akhir,0
"PSBB
PPKM Mikro
PPKM Darurat
PPKM Level 4
.
.
.
.
PPKM Raja Terakhir",psbb mikro darurat level raja terakhir,1
"Baru jaga perbatasan PPKM aja ngeluh panas-panasan sama debu-debuan. Yang lu bentak itu jaga simbol negara blok. 

Ga punya kode etik pula nanya"" KTA &amp; rampas dompet.",baru jaga perbatasan ngeluh panas panasan debu debuan bentak jaga simbol negara blok punya kode etik tanya kata amp rampas dompet,0
"PPKM dan di rumah gini mau gofood jg sungkan sm Abangnya, la wong jalannya tutupan kabeh 24 jam, kebijakan paling tidak bermutu,",rumah gofood sungkan abangnya jalannya tutupan kabeh jam kebijakan bermutu,0
Habis PPKM apalagi ya. Gonta ganti judul ga selesai2.,habis iya gonta ganti judul selesai,0
"PPKM sampe tagal 20  bantuan kagak ada Rakyat di kurung yg cari makan di denda . Tp mereka yg punya jabataan enak diem di rmh juga udh di gaji ma negara.

#LockdownJokowi
#LockdownJokowi",tagal bantuan rakyat kurung cari makan denda punya jabataan enak diam rumah udah gaji negara,0
"Tasikmalaya - 
“Saya menentang aturan PPKM ini, karena tidak berprikemanusian dan tidak berkerakyatan, saya menolak untuk tutup, saya sebagai pedagang kopi, petani kopi, tukang cimol, nasi goreng, tukang seblak menolak aturan ini,” kata Naza Fitri. https://t.co/bLbPEkedA0 https://t.co/41he4y9cQz",tasikmalaya menentang aturan berprikemanusian berkerakyatan menolak untuk tutup pedagang kopi petani kopi tukang cimol nasi goreng tukang seblak menolak aturan kata naza fitri,0
"Mulai kehabisan ide buat kegiatan selama di rumah. Bosen banget sialan, apalagi gue pribadi di rumah udah lama banget sebelum ppkm, pas covid di sini lagi parah parahnya. Sampe sekarang belum reda juga😭",mulai kehabisan ide kegiatan rumah bosan banget sialan pribadi rumah banget pas covid parah parahnya reda,0
"Rakyat disuruh patuh prokes, pemerintah abai urus hajat hidup rakyat yang terdampak. 

Menghindari kata ""lockdown"", menggantinya dari psbb menjadi ppkm, dst. 

Hingga sekarang ini orang² itu masih dengan pedenya bahwa caranya ampuh. 

#LengserkanPakLurah
#LengserkanPakLurah https://t.co/zWSRJnq6mw",rakyat disuruh patuh prokes pemerintah abai urus hajat hidup rakyat terdampak menghindari kata lockdown menggantinya psbb menjadi dan seterusnya orang pedenya caranya ampuh,0
ppkm anju ppkm gila,anju gila,0
Walah...lgi PPKM DARURAT ngadain kegiatan offline https://t.co/PKh30jSwoG,walah darurat mengadakan kegiatan oflen,0
"Yg pengabdi pada PPKM biar covid turun atau bilang ""Yuk biar cepet selesai yuk"" Selesai juga idup orang, boro"" diem dirumah buat makan sehari - hari aja harus liat pemasukan dari penjualan, kalau emng mau cepet selesai kenapa swab, vitamin, oksigen ga digratiskan?",pengabdi covid turun bilang yuk cepat selesai yuk selesai hidup orang diam dirumah makan sehari hari lihat pemasukan penjualan cepat selesai swab vitamin oksigen digratiskan,0
@PutraWadapi Sekarang ini Darurat Nasional dan si opung yg menjadi pimpinan PPKM Darurat tidak berani mengambil sikap tegas bahkan berani membela orang/pengusaha yg melanggar. Contohnya TKA dari sumber Covid tetap bisa masuk ke Indonesia.. Proses dan tangkap semua yg melanggar.. itulah ADIL.,darurat nasional sih opung menjadi pimpinan darurat berani mengambil sikap tegas berani membela orang pengusaha melanggar contohnya tka sumber covid tetap masuk indonesia proses tangkap melanggar adil,0
@WulandElisabeth Lagi ppkm... Susah kemana mana..,susah kemana,0
"@arifinpribadi @jokowi @GeneralMoeldoko @PDemokrat barusan sebelumnya @PDemokrat, @AnnisaPohan tereak2 minta lokdon... cuman ppkm udah ribut soal idul adha (yg pasti ada peosedur keamanannya). memang nggak jauh2 ama bapaknya dan suaminya",barusan tereak meminta lokdon ribut soal idul adha peosedur keamanannya jauh bapaknya suaminya,0
