,Unnamed: 0,raw,processed,label,predict
199,2465,@iamtryshb1 Kirain minta ppkm selesai 😭,mengira meminta ppkm selesai,1,1
200,1127,Yg daring aja ceria gini optimis dan semangat sambut masa depan masa yg wfh ngeluh aja PPKM 6 ksn masih wacana trgantung evaluasi setelah tgl 20 juli 2021 yg pnting masyarakat disiplin diminta di rumah ya di rumah ga malu indonesia no 1 dunia kasus covid 19 trtinggi nyadar woy. https://t.co/dbbCUPzGCD,yang online saja ceria begini optimis dan semangat sambut masa depan masa yang wfh ngeluh saja ppkm ksn masih wacana trgantung evaluasi setelah tanggal juli yang penting masyarakat disiplin diminta di rumah iya di rumah tidak malu indonesia no dunia kasus covid trtinggi menyadari woy,2,2
201,3302,"@afifahafra79 Betul. Saya yang biasa jualan buku (sebagai reseller) juga merasakan yg sama. Gudang penerbit yg biasa buka pameran, kini tutup. Seller yg dekat lokasi gudang gak bisa ke sana karena ppkm.",betul saya yang biasa jualan buku sebagai reseller juga merasakan yang sama gudang penerbit yang biasa buka pameran kini tutup seller yang dekat lokasi gudang enggak bisa ke sana karena ppkm,0,0
202,2711,"@SINDOnews Pemerintah jangan melululu memikirkan PPKM ""hukum denda pelarang"" PIKIRIN ISI PERUT RAKYAT PEDAGAN USAHAWAN MANDIRI... sekali subsidi malah ke yg dah dapat GAJIH RUTIN... Otak jalanin..",pemerintah jangan melululu memikirkan ppkm hukum denda pelarang pikirin isi perut rakyat pedagan usahawan mandiri sekali subsidi bahkan ke yang sudah dapat gajih rutin otak menjalani,0,0
203,2634,PPKM Pernah Peduli Kemudian Mati rasa,ppkm pernah peduli kemudian mati rasa,1,0
204,885,"@convomf Gabisa, ppkm soalnya.",tidak bisa ppkm soalnya,0,0
205,2865,lihat si luhutt malah di perpanjang ppkm,lihat sih luhutt bahkan di perpanjang ppkm,0,0
206,2123,Sy berharap ppkm tdk diperpanjang lg...dr awal tdk dpt bantuan bansos...biarkan rakyat menjaga dirinya sendiri dgn kesadarannya,saya berharap ppkm tidak diperpanjang lagi dari awal tidak dapat bantuan bansos biarkan rakyat menjaga dirinya sendiri dengan kesadarannya,0,0
207,593,@imaqueennz Lomba bertahan hidup di masa ppkm 😄😄🤗,lomba bertahan hidup di masa ppkm,1,1
208,1336,"@nurulrahma Alhamdulillah, meskipun PPKM diperpanjang tapi bantuan juga banyak diberikan. Semoga Indonesia cepat sembuh dari Covid ini ya Mbak.",alhamdulillah meskipun ppkm diperpanjang tapi bantuan juga banyak diberikan semoga indonesia cepat sembuh dari covid ini iya mbak,2,2
209,1018,Dampak dri kopit akhirnya saya rasakan juga...jam 12 malam muter2 cari obat susah...yaa karna nggak ada yg buka..padahal di neu jelen katanya lagi PPKM darurat..stelah muter2 akhirnya ketmu apotek yg buka,dampak dari kopit akhirnya saya rasakan juga jam malam muter cari obat susah ya karena tidak ada yang buka padahal di neu jelen katanya lagi ppkm darurat setelah muter akhirnya ketmu apotek yang buka,0,0
210,1716,"Dukungan dari NU ini sangat berpengaruh karena jumlah nahdliyin di Indonesia cukup banyak,

Seluruh anggota NU akan membantu pemerintah menjaga prokes serta menolak demo PPKM.

 #OptimisKalahkanPandemi https://t.co/Ypf44rjB7W",dukungan dari nu ini sangat berpengaruh karena jumlah nahdliyin di indonesia cukup banyak seluruh anggota nu akan membantu pemerintah menjaga prokes serta menolak demo ppkm,2,2
211,3444,Goblok emang ya bang itu namanya foya foya anggaran 2M ada buat ganti warna pesawat @jokowi  ntu rakyatnya lagi PPKM bansos aja lamban ditangani apa loe gak selidiki mimin @DivHumas_Polri  kenapa bansosnya lamban? https://t.co/uVwDGH76sL,bodoh memang iya mas itu namanya foya foya anggaran ada buat ganti warna pesawat ntu rakyatnya lagi ppkm bansos saja lamban ditangani apa kamu enggak selidiki admin kenapa bansosnya lamban,0,1
212,385,"PPKM
pagi pagi kepingin martabak 😭",ppkm pagi pagi mau martabak,1,1
213,2160,"Mulai makin terasa nih efek kelamaan ppkm, mungkin warga sekitaran rumah gua mulai menghemat dengan ngepress budget makannya buat bertahan hidup lebih lama. Akhirnya, guapun kena imbasnya juga pendapatan jadi berkurang trus rugi karna barang banyak kebuang🥴",mulai makin terasa ini efek kelamaan ppkm mungkin warga sekitaran rumah aku mulai menghemat dengan ngepre budget makannya buat bertahan hidup lebih lama akhirnya guapun kena imbasnya juga pendapatan jadi berkurang terus rugi karena barang banyak kebuang,0,0
214,2017,"@bewoking Wew
Gara2 positif disuruh PPKM
Gara2 PPKM malah jadi positif 
Piye jal???🤔😂😂😂 https://t.co/U4szWLESi0",wew gara positif disuruh ppkm gara ppkm bahkan jadi positif piye jal,0,0
215,1859,"@legnobronzee Terakhir jualannya malem² bagi sembako 🙊

PPKM yg skrg itu tdk seperti PSBB kemaren, masyarakat sbnrnya udh sadar covid-19 itu ada, tiap hari ada aja berita duka cita dari toa mesjid.",terakhir jualannya malam bagi sembilan bahan pokok ppkm yang sekarang itu tidak seperti psbb kemarin masyarakat sebenarnya udah sadar covid itu ada tiap hari ada saja berita duka cita dari toa mesjid,0,0
216,1869,"dear indonesia,
cepet sembuh ya bro hehe sebenernya lu tuh udh bnr kok ada psbb,ppkm gw tau lu masih ngertiin kita masih mau kita sehat.Tapi,banyak org yg bingung mau makan apa besok? disini masih banyak yg membutuhkan pekerjaan untuk bertahan hidup.
Semoga cepet sembuh indonesia",dear indonesia cepat sembuh iya saudara laki-laki he sebenarnya kamu itu udah benar kok ada psbb ppkm aku tahu kamu masih mengerti kita masih mau kita sehat tapi banyak orang yang bingung mau makan apa besok disini masih banyak yang membutuhkan pekerjaan untuk bertahan hidup semoga cepat sembuh indonesia,2,0
217,1828,"Merambat senja diantara PPKM Level 4. Dunia makin tua, dan otak anda hanya berisi kekuasaan dan harta. Semoga anda-anda bisa beli syurga yang panas dan rakyat miskin mendapatkan neraka yang sejuk ....!!! https://t.co/euUmScCBI9",merambat senja diantara ppkm level dunia makin tua dan otak anda hanya berisi kekuasaan dan harta semoga anda anda bisa beli syurga yang panas dan rakyat miskin mendapatkan neraka yang sejuk,0,2
218,3237,"@Dedensyah13 Ppkm darurat memang gawat
Bikin rakyat jelata sekarat 😞",ppkm darurat memang gawat buat rakyat jelata sekarat,0,2
219,1449,"Sebab, pada dasarnya, PPKM Darurat ini dilakukan untuk bisa menekan mobilitas masyarakat agar penyebaran virus juga bisa ditekan.",sebab pada dasarnya ppkm darurat ini dilakukan untuk bisa menekan mobilitas masyarakat agar penyebaran virus juga bisa ditekan,2,2
220,1116,"Masi kaya kemaren ingin main.
Tapi PPKm makin ketatt",masih kayak kemarin ingin main tapi ppkm makin ketatt,1,0
221,1342,Juara 1 bertahan hidup dari masa ppkm level 4,juara bertahan hidup dari masa ppkm level,1,1
222,695,Keruwetan hari kesekian. Oksigen dan ppkm. Gabisa reset algoritma untuk sementara karena yaaa kebutuhan kami masih disekitar situ. Jadi ya yg keluar itu itu saja. Wes rapopo aki bolone gusti,keruwetan hari kesekian oksigen dan ppkm tidak bisa reset algoritma untuk sementara karena iya kebutuhan kami masih disekitar situ jadi iya yang keluar itu itu saja wes rapopo aki bolone gusti,0,0
223,2710,pokonya musti KEEP dulu jangan macem2 di masa ppkm ini 😞,pokoknya mesti keep dulu jangan macam di masa ppkm ini,2,2
224,2499,"@detikcom Tris solusinya apa? Atop ppkm karena ga guna, biarin aja kalo yg ga kuat mati, atau terusin ppkm sampe kiamat? Putusin cepat jgn tanggung2, kako ga mampu dan ga tau, mundur saja. Jangan hari ini a besok b tp tetap merasa bener dan paling tau/ pintar",tris solusinya apa atop ppkm karena tidak guna biarkan saja jika yang tidak kuat mati atau terusin ppkm sampai kiamat putusin cepat jangan tanggung kako tidak mampu dan tidak tahu mundur saja jangan hari ini besok tapi tetap merasa benar dan paling tahu pintar,0,0
225,1267,@gigigrahamn Gunung gede gi masa gatau? Cibodas. Hayu atuh kelar ppkm gas,gunung gede gi masa enggak tau cibodas hayu kalau begitu kelar ppkm gas,1,1
226,2141,Ppkm cuma ganti nama doang aelaa uda kuduga,ppkm cuma ganti nama doang aelaa sudah kuduga,0,1
227,2922,@90kyriz terhalang ppkm tp:(((,terhalang ppkm tapi,0,1
228,1565,@ariefhutapea @Cobeh09 @VIVAcoid Solusi apa yg rejim punya blok? Itu 34 WN china masuk saat PPKM level 4 dimana suaramu tolol?,solusi apa yang rejim punya blok itu wn china masuk saat ppkm level dimana suaramu tolol,0,1
229,3661,Kabar baik dengan diterapkannya PPKM oleh Presiden Jokowi. https://t.co/FlkxzR59CP,kabar baik dengan diterapkannya ppkm oleh presiden jokowi,2,2
230,2564,"@BelvandriTuti @mohmahfudmd Ppkm darurat kewenangan pak presiden bu, diambil langkah itu untuk menyelamatkan nyawa bangsa Indonesia, lbh baik kehilangan mata pencaharian daripada kehilangan nyawa",ppkm darurat kewenangan pak presiden bu diambil langkah itu untuk menyelamatkan nyawa bangsa indonesia lebih baik kehilangan mata pencaharian daripada kehilangan nyawa,2,2
231,3095,"@YouNeeddd Carikan ma marsu, lg PPKM 🤣🤣🤣",carikan sama marsu lagi ppkm,1,1
232,1483,"Aturan PPKM Level 4 hingga 9 Agustus.

Yg patuh ya sobat semua, 
#PPKMDemiPemulihanNKRI  🇮🇩 https://t.co/X39F0z1LxJ",aturan ppkm level hingga agustus yang patuh iya sobat semua,2,2
233,3191,"Aturan PPKM Level 1 s/d PPKM Level 4 diberlakukan untuk kebaikan, kesehatan dan keselamatan kita bersama.

#TetapProkesJanganKendor https://t.co/y2TXSQKfeE",aturan ppkm level ppkm level diberlakukan untuk kebaikan kesehatan dan keselamatan kita bersama,2,2
234,1463,"Terbelenggu ppkm, jadi sering up video trav di reels",terbelenggu ppkm jadi sering up video trav di reels,0,1
235,2270,"@SabdoPa27295009 @KakekHalal 👳‍♂️pagi
👩pagi pak
👳‍♂️kt semua hrs kerjasama
     hrs kolaborasi dlm ppkm ini
     km tau kan arti kolaborasi ?
👩ia tau pak
     artinya minta sumbangan 😀👎🏿",pagi pagi pak kita semua harus kerjasama harus kolaborasi dalam ppkm ini kamu tahu kan arti kolaborasi ia tahu pak artinya meminta sumbangan,2,0
236,3046,@Boediantar4 @Anonymous_2024 Kerja disaat ppkm doi mah bikin kerumunan tu kmrn di grogol tar klu jd cluster covid tinggal salahin gubernurnya,kerja disaat ppkm doi mah buat kerumunan itu kemarin di grogol nanti kalau jadi cluster covid tinggal salahkan gubernurnya,0,0
237,3790,@KompasTV Mereka gak paham ppkm ya,mereka enggak paham ppkm iya,0,0
238,2553,"Paham Lo! Sinih dtg ke rumah, gw unjukin. Masjidnya. Pagi² bikin sewot. Elo enak meski PPKM ga kemana², diem dirumah Tp msh terima rutin gaji. lah gw, kerjaan &amp; gaji ga punya, jualan minus orderan, istri sm 3 anak, mau di kasih makan apa..? Belum nnt 2 bln lg kudu byr kontrakan😭",paham kamu sinih datang ke rumah aku unjukin masjidnya pagi buat sewot lo enak meski ppkm tidak kemana diam dirumah tapi masih terima rutin gaji lah aku pekerjaan amp gaji tidak punya jualan minus orderan istri sama anak mau di kasih makan apa belum nanti bulan lagi harus bayar kontrakan,0,0
239,2659,"saking sepi nya kalau di chat orang bales nya plg lama 5 menit doang, butuh temen ngobrol aja, suntuk ppkm",saking sepi nya kalau di chat orang balas nya paling lama menit doang butuh teman mengobrol saja suntuk ppkm,0,1
240,1297,@Pongo44968875 @KemnakerRI Aku malah tidak terdaftar penerima.. pdhal bpjs aktif dan terdampak akobat ppkm diliburkan dan potong gaji.. 😒,saya bahkan tidak terdaftar penerima padahal bpjs aktif dan terdampak akobat ppkm diliburkan dan potong gaji,0,0
241,95,"Ya Allah, goldar aku A+, orang bandung, tapi dom bekasi. Ada rencana mau kesana tapi masih ppkm😭 https://t.co/vwGUT1UaYl",iya allah goldar saya orang bandung tapi domisili bekasi ada rencana mau kesana tapi masih ppkm,0,0
242,350,"Innalillahi.. diduga pemilik warung melanggar jam operasional PPKM sampai diseret diangkat tentara.. ini pelanggaran, harusnya didenda saja.. kenapa TNI sekarang jadi begini?? #PemilikWarungDiangkutTNI Share https://t.co/UUjKL2bTwQ",innalillahi diduga pemilik warung melanggar jam operasional ppkm sampai diseret diangkat tentara ini pelanggaran harusnya didenda saja kenapa tni sekarang jadi begini share,0,1
243,1393,"@nafiarf august wish: menyelesaikan UAS dengan baik, bisa travelling ke luar kota (kalo udah ga ppkm), makin rajin olahraga, ketemu keluarga dan temen2 yang udah lama ga ketemu, dan dapet rezeki yang berkah biar bisa giveaway lagi.",august wish menyelesaikan uas dengan baik bisa travelling ke luar kota jika sudah tidak ppkm makin rajin olahraga ketemu keluarga dan teman yang sudah lama tidak ketemu dan dapat rezeki yang berkah supaya bisa giveaway lagi,1,0
244,925,@woniwonzz selama ppkm darurat mulainya jam 9,selama ppkm darurat mulainya jam,1,1
245,38,@lilprincess09_ mau gimna lagi kak. ppkm pemasukan gak ada pengeluaran banyak . ya gratis gratis aja kak,mau gimana lagi kak ppkm pemasukan enggak ada pengeluaran banyak iya gratis gratis saja kak,0,1
246,2813,"@bertanyarl Kayanya kita gak usah permasalahkan soal hijabnya, karena yang salah disini adalah kesalahan dia yang melanggar aturan PPKM kan? Kepada yth Satpol PP yang baca tweet ini dengan rasa hormat tolong segera tindak dan berikan sanksi kepada beliau. Terimakasih",kayaknya kita enggak perlu permasalahkan soal hijabnya karena yang salah disini adalah kesalahan dia yang melanggar aturan ppkm kan kepada yang terhormat satpol pulang pergi yang baca tweet ini dengan rasa hormat tolong segera tindak dan berikan sanksi kepada beliau terimakasih,0,0
247,626,@jooselaluwinner pagi Bro、kemaren saya lap semua sneakers、bebas dari debu trus masukin lagi kebox.ppkm tdk bisa kemana2.,pagi saudara laki-laki kemarin saya lap semua sneakers bebas dari debu terus masukkan lagi kebox ppkm tidak bisa kemana,1,0
248,3228,"@tempodotco Beijing PPKM?? 

GA SALAH NULIS MAS TEMPO??",beijing ppkm tidak salah menulis mas tempo,1,1
249,2488,"""Banyak lho trans women yang boro-boro teriak-teriak, bisa makan aja udah syukur""

Ini bener banget, saya sedang mengalaminya. Lamar kerja sana-sini sering ditolak. Sempet keterima jadi PRT, tapi harus berhenti karena PPKM Darurat. Akhirnya sekarang cari duit lewat joki tugas. https://t.co/AvTA33j8xh",banyak lho trans women yang jangankan jangankan teriak teriak bisa makan saja sudah syukur ini benar banget saya sedang mengalaminya lamar kerja sana sini sering ditolak sempat keterima jadi tapi harus berhenti karena ppkm darurat akhirnya sekarang cari duit lewat joki tugas,0,0
250,3537,"#TetapWaspadaCovidMasihAda

Kasus Kovid turun karena PPKM Level 4. https://t.co/X5sFUnz0gr",kasus kovid turun karena ppkm level,2,2
251,2900,"@SakiinaQhiCO_33 Untuk kebaikan kita semua, dukung PPKM darurat",untuk kebaikan kita semua dukung ppkm darurat,2,2
252,2560,"@yourbebigurl Enak bgt sih kalo bisa kumpul kebo sambil ppkm gini, wfh sambil wot",enak banget sih jika bisa kumpul kebo sambil ppkm begini wfh sambil wot,1,0
253,2684,SELAMATT PAGIII KAWAN2!!!💞💞 have a nice day!! Jan lupa patuhi ppkm yes!😋🍣,selamatt pagi kawan have nice hari jangan lupa patuhi ppkm yes,2,2
254,241,"4. Silahkan PPKM mau level 024 juga gpp,
Yg penting rakyat butuh makan,
Butuh kecukupan,
Harus bisa menuhin kebutuhan semua rakyat,
Terutama rakyat bawah yg susah

Jika tak mampu memenuhi kebutuhan rakyat, sebaiknya
#2021MakzulkanPresiden
#2021MakzulkanPresiden",silakan ppkm mau level juga tidak apa-apa yang penting rakyat butuh makan butuh kecukupan harus bisa menuhin kebutuhan semua rakyat terutama rakyat bawah yang susah jika tidak mampu memenuhi kebutuhan rakyat sebaiknya,0,0
255,3226,"@Dennysiregar7 @jokowi Makanya jng PPKM, Lockdown sekalian, Pasti Rakyat pada anteng di rumah.. soalnya kalau Lockdown Pemerintah wajib kasih makan semua Mahluk yg bernyawa, tapi kalau PPKM rakyat disuruh dirumah tapi cari mkn sendiri.. ya susah..",makanya jangan ppkm lockdown sekalian pasti rakyat pada anteng di rumah soalnya kalau lockdown pemerintah wajib kasih makan semua mahluk yang bernyawa tapi kalau ppkm rakyat disuruh dirumah tapi cari makin sendiri iya susah,0,0
256,2249,"#TetapWaspadaCovidMasihAda

perpanjangan PPKM level,4 semata hanya untuk keselamatan masyarakat. https://t.co/TLL5oaNhgU",perpanjangan ppkm level semata hanya untuk keselamatan masyarakat,2,1
257,1251,otak ana keikut ppkm😇😇,otak ana keikut ppkm,1,1
258,3420,Tanda-tanda PPKM segera berakhir https://t.co/rYUEDtPPqx,tanda tanda ppkm segera berakhir,1,2
259,1954,"#PatuhProkesHargaMati
Ya gw sebagai masyarakat biasa sangat dukung PPKM atau kebijakan lain tuk menangani Kopit di negeri ini. 
Sudahi provokasi, saatnya kontribusi lebih peduli! 

 https://t.co/TXAIGmPg17",iya aku sebagai masyarakat biasa sangat dukung ppkm atau kebijakan lain untuk menangani kopit di negeri ini sudahi provokasi saatnya kontribusi lebih peduli,2,2
260,3633,@pocomgggg Nnti beres ppkm nikah wkwk,nanti beres ppkm nikah wkwk,1,1
261,1499,"Udh tau ppkm, masih aja ada yg nongkrong, bodoh bgtt",udah tahu ppkm masih saja ada yang nongkrong bodoh banget,0,1
262,200,"Gowes Virtual hari ini diundur karena ada PPKM darurat, mancal minggu pagi ini solo ride blusukan sawah dan kampung aja. Tetap berolahraga demi imun dan vitalitas 🚵",mengayuh sepeda virtual hari ini diundur karena ada ppkm darurat mancal minggu pagi ini solo ride blusukan sawah dan kampung saja tetap berolahraga demi imun dan vitalitas,2,2
263,3781,Bingung bgt orang banding2in PPKM di indo sama lockdown di negara maju. Kaga mikir emang ada tukang cilok disono? Ya emang di indo banyakan yg hari ini cari uang buat makan hari ini,bingung banget orang banding ini ppkm di indonesia sama lockdown di negara maju tidak mikir memang ada tukang cilok di sana iya memang di indonesia banyakan yang hari ini cari uang buat makan hari ini,0,0
264,2310,@RieGucciano Yg satu di masa ppkm darurat yg satu lagi ?,yang satu di masa ppkm darurat yang satu lagi,1,1
265,568,sekarang hari terakhir ppkm ga si?,sekarang hari terakhir ppkm tidak sih,1,1
266,1311,Habis ppkm mau minta dipeluk temen 19 detik.,habis ppkm mau meminta dipeluk teman detik,1,1
267,1654,"Jd melow stlah liat tukang bangunan dipecat karena ga pake masker. Knp ada org yg gak punya hati kayak gt sih?
Liat aparat seenaknya rusakin dagangan org dengan dalih ppkm. 
Udah jelas2 ni virus gak ilang2. Masyarakat kecil makin diinjek2 sama sesama manusia yg gak ada empatinya",jadi melow stlah lihat tukang bangunan dipecat karena tidak pakai masker kenapa ada orang yang enggak punya hati seperti begitu sih lihat aparat seenaknya rusakin dagangan orang dengan dalih ppkm sudah jelas ini virus enggak hilang masyarakat kecil makin diinjek sama sesama manusia yang enggak ada empatinya,0,0
268,17,"Cukup ppkm aja yang diperpanjang, hubungan kita sampe disini aja",cukup ppkm saja yang diperpanjang hubungan kita sampai disini saja,1,1
269,2445,Ini bangun terpagi gw selama ppkm,ini bangun terpagi aku selama ppkm,1,1
270,2671,"Mau parpol, individual, TNI, Polri, pengusaha, buruh, IRT kalau mendukung percepatan vaksinasi massal dan kampanye prokes serta PPKM ya saya dukung100%",mau partai politik individual tni polri pengusaha buruh ikalau mendukung percepatan vaksinasi sama al dan kampanye prokes serta ppkm iya saya dukung,2,2
271,2750,"@mohmahfudmd enak ya PPKM yg punya gaji apalagi gaji Menteri bisa goyang kaki mgkn + goyang ubur'.lah rakyat kecil dagang bubur didenda disemprot air,negara kasih makan kaga,disuruh diem nonton sinetron bisa mati ga makan pak. https://t.co/UODYoF2X0n",enak iya ppkm yang punya gaji apalagi gaji menteri bisa goyang kaki mungkin goyang ubur lah rakyat kecil dagang bubur didenda disemprot air negara kasih makan tidak disuruh diam menonton sinema elektronik bisa mati tidak makan pak,0,0
272,3290,"@orangjlas Astagfirullah mna temen gw janji traktirnya abis ppkm, tunggu kiamat dong",astagfirullah mana teman aku janji traktirnya habis ppkm tunggu kiamat dong,0,1
273,1411,"@PemkotaBogor @PemkotBogor Memangnya yg terdampak ppkm cuma pekerja seni? bgmn nasib Ribuan pekerja di mall yg sdh 1 bulan dtutup? SintinG!!!! disaat kaya gini malah gelar konser, ga ada akhlak dn empati!",memangnya yang terdampak ppkm cuma pekerja seni bagaimana nasib ribuan pekerja di mall yang sudah bulan dtutup sinting disaat kayak begini bahkan gelar konser tidak ada akhlak dan empati,0,0
274,1773,"@S_GraciaJKT48 PPKM
Pelan Pelan Ku Memilikimu",ppkm pelan pelan ku memilikimu,1,1
275,35,"#PPKMVaksinasiSaveNKRI
Masyarakat harus mengikuti protokol kesehatan yang ketat selama pemberlakukan PPKM Darurat, sehingga keadaan dapat segera membaik.

Mari kita sama2 melawan wabah ini, kita hanya diminta patuhi aturan ini.🙏 https://t.co/TispQPakcI",masyarakat harus mengikuti protokol kesehatan yang ketat selama pemberlakukan ppkm darurat sehingga keadaan dapat segera membaik mari kita sama melawan wabah ini kita hanya diminta patuhi aturan ini,2,2
276,1543,"@undipmenfess Virtual, kelar ppkm ketemu deh. 

ak lagi ngarang 🙂",virtual kelar ppkm ketemu deh aku lagi mengarang,1,1
277,3582,"Artinya angka penyebaran covid nya menurun dan insyaAllah terus turun jika kita taat pada aturan.

Kalo pada taat aturan, angka covid turun, PPKM pun akan di hentikan . Pandemi juga bisa berakhir https://t.co/lCdLSrRj9N",artinya angka penyebaran covid nya menurun dan insyaallah terus turun jika kita taat pada aturan jika pada taat aturan angka covid turun ppkm pun akan di hentikan pandemi juga bisa berakhir,2,2
278,614,Selamat pagi dari aku yang pusing dan sudah siap nerima kabar ppkm diperpanjang lagi. https://t.co/F98WjHtVj1,selamat pagi dari saya yang pusing dan sudah siap menerima kabar ppkm diperpanjang lagi,0,1
279,2384,"Dengar-dengar bansos PPKM sebesar 300 - 500rb per kepala keluarga. Ada rencana PPKM diperpanjang hingga 6 minggu.

500.000 dibagi 42 hari = sekitar Rp 11.900/hari .

Satu keluarga, paling sedikit 3 orang (ayah, ibu, anak). 11.900 dibagi 3 = Rp 3.900 per kepala.",dengar dengar bansos ppkm sebesar ribu per kepala keluarga ada rencana ppkm diperpanjang hingga minggu dibagi hari sekitar rp hari satu keluarga paling sedikit orang ayah ibu anak dibagi rp per kepala,1,0
280,441,@cutieehwang oh iya ppkm,oh iya ppkm,1,1
281,474,ppkm diperpanjang sampai monsta x bikin self mv lagi,ppkm diperpanjang sampai monsta buat self mv lagi,1,1
282,2646,Dahlah ppkm bikin kkn gajelas males lanjutin lagi hehehe,sudahlah ppkm buat kkn enggak jelas malas lanjutkan lagi hehehe,0,0
283,1920,@detikcom Tahun segitu Indonesia masih PPKM kayaknya...,tahun segitu indonesia masih ppkm sepertinya,1,0
284,399,"Walau PPKM, jangan lupa luangkan waktu berolahraga. 

Lingkungan yang tertata, nyaman, dan asri mendukung kehidupan yang sehat. 

#citralandtallasacity 
#kaminyamandisini @ CitraLand Tallasa City https://t.co/SswPUn6vjU",walau ppkm jangan lupa luangkan waktu berolahraga lingkungan yang tertata nyaman dan asri mendukung kehidupan yang sehat citraland tallasa city,2,2
285,3010,"Buat Sunday menjadi happy. La gmn? PPKM buat quality time sm pasangan, me time ataupun ngeloni anak time dan masak special time 😁",buat sunday menjadi bahagia lah gimana ppkm buat quality time sama pasangan me time ataupun ngeloni anak time dan masak special time,2,0
286,3624,"Perum Bulog menjamin pasokan beras aman selama PPKM Darurat, sekaligus meminta seluruh jajarannya mewaspadai lonjakan tersebut. Masyarakat tidak perlu khawatir terkait akan kebutuhan beras.
@jokowi lawan pandemi

https://t.co/DrZPB0lo1p",perum bulog menjamin pasokan beras aman selama ppkm darurat sekaligus meminta seluruh jajarannya mewaspadai lonjakan tersebut masyarakat tidak perlu khawatir terkait akan kebutuhan beras lawan pandemi,2,2
287,429,"Pagii !
Udah balik tidur lagi aja.

PPKM Darurat apa kabarnya !? ~",pagii sudah balik tidur lagi saja ppkm darurat apa kabarnya,1,1
288,2707,@Kita_AMLTF AKU PATUH PPKM DEMI INDONESIA SEHAT DAN MAJU,saya patuh ppkm demi indonesia sehat dan maju,2,2
289,935,PPKM it is mean Plis Pengen Kopitnya Mati!!!,ppkm itu is maksud plis mau kopitnya mati,2,0
290,1732,@mhmila_ masih ppkm teh,masih ppkm kakak perempuan,1,1
291,974,@_inasraihan Cocok bgt nih. Kumpulan kuot2 ppkm,cocok banget ini kumpulan kuot ppkm,1,0
292,2547,@MuhFadhliii Gapapa doi hiburan ppkm,gapapa doi hiburan ppkm,2,1
293,275,"@convomf belom, ppkm kan diperpanjang",belum ppkm kan diperpanjang,1,1
294,3521,@TirtoID Apalagi cuma PPKM pak,apalagi cuma ppkm pak,1,0
295,1106,"@0412PRECIOUS Hha kaya kepaksa mandi, btw kalo keluar ikutin aturan ppkm ya😃👍🏻",hha kayak kepaksa mandi ngomong-ngomong jika keluar mengikuti aturan ppkm iya,2,1
296,10,"Warga Yogyakarta marahin pendemo PPKM....
Keren nih bapak... Mahasiswa sekarang memang banyak yg tolol pak..... https://t.co/p0dZtS7SXT",warga yogyakarta marahin pendemo ppkm keren ini bapak mahasiswa sekarang memang banyak yang tolol pak,0,2
297,1200,"@nung_306 @__Sridiana_3va Solusinya mungkin PPKM??

https://t.co/IQ73nDViQJ",solusinya mungkin ppkm,2,1
298,1321,"Menangis di hari senin adalah ketika ppkm banyak penyekatan di stasiun multitrip gda saldo emoney ilang :"") ah indah bgt senin ku",menangis di hari senin adalah ketika ppkm banyak penyekatan di stasiun multitrip enggak ada saldo emoney hilang ah indah banget senin ku,0,0
299,845,"Ayolah Gaes..... Mau sampai berapa lagi corona ini menyiksa kita ?
Mau berapa banyak lagi saudara/i kita yang jadi korban keganasan corona Blakasadut ini ?

Oleh sebab itu #StopBebalPatuhiAturanPPKM ,PPKM tidak akan berarti apa² tanpa peran serta kita semua. https://t.co/b0GulHoBZG",ayolah guys mau sampai berapa lagi corona ini menyiksa kita mau berapa banyak lagi saudara kita yang jadi korban keganasan corona blakasadut ini oleh sebab itu ppkm tidak akan berarti apa tanpa peran serta kita semua,2,1
300,2697,@Ziaanamanya @bdngfess Nanti ya kalo udah ga ppkm,nanti iya jika sudah tidak ppkm,1,1
301,49,"@saifulteladan PPKM perjuangan
PPKM perjuangan sejahtera..
Semoga kebijakan ini betul2 berdampak mengurangi laju penyebaran kopid.

Aamiin.",ppkm perjuangan ppkm perjuangan sejahtera semoga kebijakan ini betul berdampak mengurangi laju penyebaran kopid amin,2,2
302,1220,Kebijakan terbaru gubernur Anies tentang PPKM terhadap Pedagang Kaki Lima dan UMKM lebih Humanis dan Merakyat... MasyaaAllaah Luar biasa.. AllaahuAkbar 3X https://t.co/DujGGlinUY,kebijakan terbaru gubernur anies tentang ppkm terhadap pedagang kaki lima dan umkm lebih humanis dan merakyat masyallaah luar biasa allaahuakbar,2,2
303,2038,"@sosmed62 @VReza46 @CNNIndonesia Sembako mana yg nyampe? Nyampe pun disunat. sungguh kalimat penghiburan kosong.

Sebelum PPKM kasih sembako kurang masih ""ya Uda la masih bisa kerja""
Trus pas PPKM? Kerja ga bisa? Orang disuru pilih mati kena virus ato mati lapar.

Soon, it will turn into chaos. Demo itu pasti.",sembilan bahan pokok mana yang sampai sampai pun disunat sungguh kalimat penghiburan kosong sebelum ppkm kasih sembilan bahan pokok kurang masih iya sudah lah masih bisa kerja terus pas ppkm kerja tidak bisa orang disuru pilih mati kena virus atau mati lapar soon itu will turn into chaos demo itu pasti,0,0
