raw,processed,label
@Bangzull__ Mumpung ppkm sekarg aja. 1jt cukup hahaha,selagi ppkm sekarg saja juta cukup hahaha,1
"@Syarman59 @BEM_SI @BEMUI_Official Kalo begini terus ya.....malah PPKM tambah diperpanjang
Niatnya apa sih bikin demo?
Mau buat cluster baru gitu?
Mau nambahin kasus?
Kalo makin banyak nti jgn salahin pemerintah ya!!!!",jika begini terus iya bahkan ppkm tambah diperpanjang niatnya apa sih buat demo mau buat cluster baru begitu mau nambahin kasus jika makin banyak nanti jangan salahkan pemerintah iya,0
Jkt ppkm https://t.co/iGT54u3JZh,jakarta ppkm,1
@tyongfenj ttp aja bingung gak sih soalnya masih ppkm huhu,tetap saja bingung enggak sih soalnya masih ppkm huhu,0
@keuangannews_id Iya ..ppkm darurat diganti level 4,iya ppkm darurat diganti level,1
PPKM level 4 dapet exp dari mana woi?,ppkm level dapat exp dari mana woi,1
Pas pisan ppkm longgar tgl 25 gajian,pas sangat ppkm longgar tanggal gajian,1
"@nurulrahma Alhamdulillah, meskipun PPKM diperpanjang tapi bantuan juga banyak diberikan. Semoga Indonesia cepat sembuh dari Covid ini ya Mbak.",alhamdulillah meskipun ppkm diperpanjang tapi bantuan juga banyak diberikan semoga indonesia cepat sembuh dari covid ini iya mbak,2
ni ppkm dibikin 4 level berasa lagi maen maze runner lu lari lari nyari kehidupan layak dan berlindung dari pandemi dengan posisi lu di tes sama pemerintah,ini ppkm dibikin level berasa lagi main maze runner kamu lari lari mencari kehidupan layak dan berlindung dari pandemi dengan posisi kamu di tes sama pemerintah,0
"Saya pesan seblak di deket rumah
🙍‍♀️ Penjual 👦 saya

👦 teh beli seblak 3 10k-an
🙍‍♀️ ok gus, mau PPKM LEVEL BERAPA.
👦 HAH apa itu?
🙍‍♀️ ini istilah baru gus, sesuai tren, dunia twitter sdg tren PPKM yg ada level2an gitu gus.
👦 wkwkw oh iya, mau coba PPKM level 4 teh.
🙍‍♀️ siap",saya pesan seblak di dekat rumah penjual saya kakak perempuan beli seblak an ok gus mau ppkm level berapa hah apa itu ini istilah baru gus sesuai trend dunia twitter sedang trend ppkm yang ada level an begitu gus wkwkw oh iya mau coba ppkm level kakak perempuan siap,1
@nameisnoval mau keadilannya aja sih. diluar sana orang cari rezeki susah karna ppkm. coba yang ini diapaaiin gitu :) @SatpolPP_DKI @SATPOLPPBogor @aniesbaswedan @jokowi @KompasTV @AREAJULID,mau keadilannya saja sih diluar sana orang cari rezeki susah karena ppkm coba yang ini diapaaiin begitu,0
"Sahabat.. PPKM hanya menutup rejekimu dari sebagian pintu darat saja, sedangkan pintu langit selalu dibuka oleh dzat pemberi rizki. Maka jangan lupa angkat kedua telapak tanganmu setinggi tingginya 🤲🤲🤲",sahabat ppkm hanya menutup rejekimu dari sebagian pintu darat saja sedangkan pintu langit selalu dibuka oleh dzat pemberi rizki maka jangan lupa angkat kedua telapak tanganmu setinggi tingginya,2
"@nameisnoval Gatau deh apa itu PPKM.
 Yg aku tau mah hanya, byk orang yg kehilangan pekerjaannya, rumah sakit dimana mana penuh, cari duit makin susah, penertiban pedagang kecil oleh satpol PP arogan, rakyat disuruh diem dirumah pas saat PPKM.",enggak tau deh apa itu ppkm yang saya tahu mah hanya banyak orang yang kehilangan pekerjaannya rumah sakit dimana mana penuh cari duit makin susah tertib pedagang kecil oleh satpol pulang pergi arogan rakyat disuruh diam dirumah pas saat ppkm,0
"smlm mimpinya cantik tp sedih banget, gegara PPKM kga bisa kemana² eh jadi mimpi jalan²🥺
hari ini sndri di klinik tiba² disuruh kejawa, kita ke hutan, sawah seru deh eh tp tiba² kita ke makam Alm. Mbah kakung (trnyt i kangen ziarah ke jawa, tahun ini blm ke makam. maaf y mbah😭)",smlm mimpinya cantik tapi sedih banget gara-gara ppkm kga bisa kemana eh jadi mimpi jalan hari ini sendiri di klinik tiba disuruh kejawa kita ke hutan sawah seru deh eh tapi tiba kita ke makam almarhum mbah kakung trnyt kangen ziarah ke jawa tahun ini belum ke makam maaf mbah,1
"Masa Presiden @jokowi tidak tau kalau demonstrasi menolak PPKM di Bandung dilakukan oleh orang-orang yang berada dibawah komando salah satu pembantu Presiden sendiri..😂
Pecat menteri Nadiem Makarim..!! https://t.co/l96Wd8Uc7C",masa presiden tidak tahu kalau demonstrasi menolak ppkm di bandung dilakukan oleh orang orang yang berada dibawah komando salah satu pembantu presiden sendiri pecat menteri nadiem makarim,0
"@BANKBRI_ID min, kartu ATM terblokir gimana ya min? Mau ngurus ke Bank lagi PPKM",min kartu atm terblokir bagaimana iya min mau mengurus ke bank lagi ppkm,1
"Jika PPKM diperpanjang, dan hasilnya sama saja

Maka akan dilanjutkan dengan adu penalti.",jika ppkm diperpanjang dan hasilnya sama saja maka akan dilanjutkan dengan adu penalti,1
@tempodotco Kenapa nggak PPKM STADIUM 4 saja,kenapa tidak ppkm stadium saja,1
"@UyokBack PPKM Level 1  bungkus daon pisang
PPKM Level 2  bungkus kertas nasi karet 2
PPKM Level 3  bungkus kertas nasi disobek
PPKM Level 4  bungkus kotak nasi kertas
dah kaya nasi uduk 🤦‍♂️",ppkm level bungkus daon pisang ppkm level bungkus kertas nasi karet ppkm level bungkus kertas nasi disobek ppkm level bungkus kotak nasi kertas sudah kayak nasi uduk,1
"@nameisnoval Anak anjing, udh tau ppkm pake kumpul, mana pada gabawa masker. Emg lo pada sebelum kumpul, udh pada swab tes? Muke gada yang cakep sok iye, bye cakepan juga mutualan gua",anak anjing udah tahu ppkm pakai kumpul mana pada gabawa masker memang kamu pada sebelum kumpul udah pada swab tes muka tidak ada yang cakep sok iya bye cakepan juga mutualan aku,0
@nocontextsorum PPKM SATPOL,ppkm satpol,1
"@AREAJULID walaupun lg ga ppkm tp seengganya pake masker lah anjir, gua maen betiga sm temen rumah aja maskeran terus yallah mau nangis amat",walaupun lagi tidak ppkm tapi seengganya pakai masker lah   aku main betiga sama teman rumah saja maskeran terus yallah mau menangis amat,0
@littleukiyo ayo mbak ayo bubar saya gak pesen badut pesta PPKM ini ckck,ayo mbak ayo bubar saya enggak pesan badut pesta ppkm ini ck,0
"👶🏻 : PPKM tukang cat ya?
👧🏻 : ko tau?
👶🏻 : soalnya kamu telah mewarnai hidup ku",ppkm tukang cat iya kok tahu soalnya kamu telah mewarnai hidup ku,1
@anccxiety PPKM ( Pusing Pikiran Karena Merindu) yhaaaaà,ppkm pusing pikiran karena merindu ya,1
"@__AnakKolong Ini orang tahu nggak tujuan PPKM? Yang diminta untuk membatasi ibadah dan BUKAN MELARANGNYA. 

Yang dia batasi malah cara make OTAKNYA, dan disuruh membangkang! 

Kesannya relijius tapi nggak PINTER BLASSS",ini orang tahu tidak tujuan ppkm yang diminta untuk membatasi ibadah dan bukan melarangnya yang dia batasi bahkan cara memakai otaknya dan disuruh membangkang kesannya relijius tapi tidak pintar sama sekali,0
"Awalnya candaan sekarang Kelabakan ?

Dari PSBB, PPKM, Hingga Level 1-4, Bukannya Terkendali Covid Malah Menjadi² 

Hilangnya nyawa Rakyat bukan Mainan, Akibat kebijakan Mencla Mencle 👎🏻👎🏻

#PakdeMenclaMencle
#PakdeMenclaMencle https://t.co/lvS95T6wTG",awalnya candaan sekarang kelabakan dari psbb ppkm hingga level bukannya terkendali covid bahkan menjadi hilangnya nyawa rakyat bukan mainan akibat kebijakan mencla mencle,0
"Jadi kan aku makan yogurt ori tiap hari tp karena ppkm jadi stol dulu 2 minggu karena males grocerry shopping ya

Aku biasa beli yang ada di vidio terakhir yang uk kecil gt kan tp karna ga ada aku suruh vidioin aja yang gede, aku mikirnya kan gpp deh lagian lagi ppkm gini https://t.co/Zf5HLoqYdY",jadi kan saya makan yoguori tiap hari tapi karena ppkm jadi stol dulu minggu karena malas grocerry shopping iya saya biasa beli yang ada di vidio terakhir yang uk kecil begitu kan tapi karena tidak ada saya suruh vidioin saja yang gede saya mikirnya kan tidak apa-apa deh lagian lagi ppkm begini,1
"@Dennysiregar7 Tujuan ppkm baik, tp rakyatnya susah diatur dan gak tertib.  Kalau mau dikerasi, salah juga.  Walau ppkm, coba liat kenyataannya, tetep aja ngumpul sana sini.  Jd menurut saya percuma sih.",tujuan ppkm baik tapi rakyatnya susah diatur dan enggak tertib kalau mau dikerasi salah juga walau ppkm coba lihat kenyataannya tetap saja berkumpul sana sini jadi menurut saya percuma sih,0
"/wal selama ppkm di pulau jawa, pengiriman paket jadi lebih lambat lah? atau ttp sama aja?",wal selama ppkm di pulau jawa pengiriman paket jadi lebih lambat lah atau tetap sama saja,1
@mentariduha abis ppkm,habis ppkm,1
@bonengnengg abis ppkm we'll move to bali ya,habis ppkm aku ll move tryout bali iya,1
PPKM level 4 ternyata lebih pedes daripada bon cabe level 15,ppkm level ternyata lebih pedas daripada bon cabe level,0
@ruhutsitompul Diam kau @ruhutsitompul ...rakyat mau perubahan...kau pikir hebat x PPKM kau itu latteung..bodat besar kau,diam kamu rakyat mau perubahan kamu pikir hebat ppkm kamu itu latteung bodat besar kamu,0
"Selama ppkm ini, pemerintah ngasih bantuan nggak sih? Jujur aku nggak tau, tapi ya mungkin mesti dipikirin lah buat kebijakan tapi juga buat solusi gimana rakyat Indonesia ini walaupun ppkm tapi masih bisa makan.",selama ppkm ini pemerintah memberikan bantuan tidak sih jujur saya tidak tahu tapi iya mungkin mesti dipikirkan lah buat kebijakan tapi juga buat solusi bagaimana rakyat indonesia ini walaupun ppkm tapi masih bisa makan,0
apa itu ppkm? https://t.co/IIHWqzbAB3,apa itu ppkm,1
"PPKM Level 1-4
Dalam pikiran ku ""iki status gunung merapi po piye?""",ppkm level dalam pikiran ku iki status gunung merapi po piye,1
@tialamauugm aku juga g boleh latihan dulu😭 ppkm,saya juga boleh latihan dulu ppkm,0
"@farhanlontong Kalo memang terpaksa keluar, taat prokes aja sih. Tpi emg toko nya buka pas ppkm gni ?",jika memang terpaksa keluar taat prokes saja sih tapi memang toko nya buka pas ppkm begini,2
@ArmanMeilana PPKM berlevel loh,ppkm berlevel loh,1
"@panca66 @dayatia Rektor UI gantiin LBP jd koordinator PPKM, virus corona kabur dr Indonesia",rektor ui menggantikan lbp jadi koordinator ppkm virus corona kabur dari indonesia,0
"@ZAEffendy Kita juga 
TDK suka PPKM...
Yukk taati prokes
Segera vaksin
Kasus turun...PPKM dilonggarkan
Semoga",kita juga tidak suka ppkm yuk taati prokes segera vaksin kasus turun ppkm dilonggarkan semoga,2
"@nameisnoval ppkm(pelan pelan kamu m""""""i)akibat pansos.anak muda.klo di grebek ntar ngangis",ppkm pelan pelan kamu akibat pansos anak muda kalau di grebek nanti ngangis,0
"Baru kali ini naik kereta ppkm wkwk sampe di stasiun disambut toa dan satpam:

""SURAT TUGASNYA DIKELUARKAN""
""MASKER DOBEL""
""BARIS BERI JARAK SATU LENGAN""

beneran baris dulu buat tap in,
terus baris lagi sampe underground,
terus nunggu kereta deh",baru kali ini naik kereta ppkm wkwk sampai di stasiun disambut toa dan satuan pengamanan surat tugasnya dikeluarkan masker dobel baris beri jarak satu lengan benaran baris dulu buat tap ini terus baris lagi sampai underground terus menunggu kereta deh,1
kenapasi ppkm ada level nya? kaya lagi pesen richeese:(,kenapasi ppkm ada level nya kayak lagi pesan richeese,1
"https://t.co/PiBEb40kYb
Sikap arogan aparat seperti ini yy tdk boleh di tiru se olah yg punya negri ini tdk melihat org lain apakah ini salah 1 tupoksi dr petugas ppkm?  Akibat ppkm bnyk aparat yg petantang petenteng",sikap arogan aparat seperti ini yy tidak boleh di tiru se olah yang punya negeri ini tidak melihat orang lain apakah ini salah tupoksi dari petugas ppkm akibat ppkm banyak aparat yang petantang petenteng,0
"Tinggal bilang saja kalau ppkm darurat itu tidak di perpanjang. Gitu aja kok repot muter2 ngomongnya. Jujur apa adanya itu memang gak mudah, terlalu mewah itu bagi elite2 penguasa rupanya https://t.co/WyBFF7qV79",tinggal bilang saja kalau ppkm darurat itu tidak di perpanjang begitu saja kok repot muter mengomongnya jujur apa adanya itu memang enggak mudah terlalu mewah itu bagi elite penguasa rupanya,0
"@p3bi PPKM level 4, Pura Pura Kagak Mengerti level pat pat gulipat",ppkm level pura pura tidak mengerti level pat pat gulipat,1
"PPKM
Pernah Pacaran Kemudian Menikah. 💍 https://t.co/Vsma9fwaCs",ppkm pernah pacaran kemudian menikah,1
PPKM Darurat diperpanjang sampai kau jadi milikku uwoooo uwoooo uwoooo,ppkm darurat diperpanjang sampai kamu jadi milikku uwo uwo uwo,1
"@CNNIndonesia PPKM, kebijakan nanggung yang mengatasnamakan kemanusiaan dengan mencekik manusia nya 😂😂😂",ppkm kebijakan nanggung yang mengatasnamakan kemanusiaan dengan mencekik manusia nya,0
"@jansen_jsp Mgkn karna dirasa ngk mungkin buat istilah PPKM Super Darurat, setelahnya akan ada lagi PPKM Super Duper Darurat jika kasus meningkat setelah diberlakukan PPKM Darurat, pemilihan istilahnya kedepan makin sulit ...",mungkin karena dirasa enggak mungkin buat istilah ppkm super darurat setelahnya akan ada lagi ppkm super duper darurat jika kasus meningkat setelah diberlakukan ppkm darurat pemilihan istilahnya kedepan makin sulit,0
"Ppkm level 4 , 
Dengan bergantinya judul biasa isinya akan berubah tapi ini sama aja 
Dan ahh sudahlah",ppkm level dengan bergantinya judul biasa isinya akan berubah tapi ini sama saja dan ah sudahlah,0
"@tifaneeaaa . idup org2 pada lg susah trus dia ikut berkontribusi jalan2 pas ppkm demi tidak stress. coba lu pikir, berapa banyak org yg kehilangan pekerjaannya, ekonomi keluarganya anjlok grgr ppkm. trus lu masih bs seneng2 post ig story!!! fucked up bgt",hidup orang pada lagi susah terus dia ikut berkontribusi jalan pas ppkm demi tidak stre coba kamu pikir berapa banyak orang yang kehilangan pekerjaannya ekonomi keluarganya anjlok gara-gara ppkm terus kamu masih bisa senang post ig story fucked up banget,0
@nameisnoval Lo sekolah sampe mana? Ortu lu gak sanggup ngebiayain nya kah sampe gatau ppkm?miskin jg,kamu sekolah sampai mana orang tua kamu enggak sanggup ngebiayain nya kah sampai enggak tau ppkm miskin juga,0
@Irwan2yah @kemenhub151 @KemenkesRI @BNPB_Indonesia Klu sekarang ppkm bener pegawai nya ..harus ada surat pengantar kerja,kalau sekarang ppkm benar pegawai nya harus ada surat pengantar kerja,1
@ArtTeeno @DiantyYasmin3 See gak kasihan sama petugas medis dan kalangan rakyat bawah yg bergantung pada interaksi utk sambung hidup...PPKM diperpanjang bukan karena maunya pemerintah tapi maunya sebagian kelompok dimana kelompok yg sama yg akan koar2 menyalahkan ketika pandemi memuburuk...,sih enggak kasihan sama petugas medis dan kalangan rakyat bawah yang bergantung pada interaksi untuk sambung hidup ppkm diperpanjang bukan karena maunya pemerintah tapi maunya sebagian kelompok dimana kelompok yang sama yang akan teriak menyalahkan ketika pandemi memuburuk,0
"@geloraco mereka ditunggangi kepentingan keluarganya. 
anak istrinya butuh nafkah utk memenuhi kebutuhan hidup. PSBB/PPKM dan apapun namanya hanya menyusahkan rakyat kecil. dan hanya memuaskan sekelompok orang yg hidupnya sdh nyaman.",mereka ditunggangi kepentingan keluarganya anak istrinya butuh nafkah untuk memenuhi kebutuhan hidup psbb ppkm dan apapun namanya hanya menyusahkan rakyat kecil dan hanya memuaskan sekelompok orang yang hidupnya sudah nyaman,0
"Morning, semangat terus walau ppkm darurat :)",morning semangat terus walau ppkm darurat,2
"Ayolah Gaes..... Mau sampai berapa lagi corona ini menyiksa kita ?
Mau berapa banyak lagi saudara/i kita yang jadi korban keganasan corona Blakasadut ini ?

Oleh sebab itu #StopBebalPatuhiAturanPPKM ,PPKM tidak akan berarti apa² tanpa peran serta kita semua. https://t.co/b0GulHoBZG",ayolah guys mau sampai berapa lagi corona ini menyiksa kita mau berapa banyak lagi saudara kita yang jadi korban keganasan corona blakasadut ini oleh sebab itu ppkm tidak akan berarti apa tanpa peran serta kita semua,2
@RVsmfown IHH CEPATT ADUIN ORG LGI PPKM IBADAH DIRUMAH JG GAPAAPA,ih cepatt aduin orang lagi ppkm ibadah dirumah juga gapaapa,0
selamat pagi gengs 3 hari lagi kelar ppkm darurat tp tetep gbs kmn kmn huahahaha 🙁,selamat pagi gengs hari lagi kelar ppkm darurat tapi tetap tidak bisa kemana kemana huahahaha,0
"@ana_khoz Udh sengsara krena PPKM, malh ada yg bginian. Angel terahe ngatur",udah sengsara karena ppkm malah ada yang bginian angel terahe mengatur,0
"@CNNIndonesia Lha yo yg ky gini ini..yg bikin pandemi berlangsung terus2an. Bukan mereda, malah smakin meningkat. Mbok ya kalo ga mau ada ppkm ppkm an, ya patuh prokes knp to? Gr2 org2 kek gini, yg kena imbas org banyak. Demo, bergerombol, ga pake masker. Wes adu abab ga karuan sisan.",lah iya yang seperti begini ini yang buat pandemi berlangsung terus an bukan mereda bahkan semakin meningkat mbok iya jika tidak mau ada ppkm ppkm an iya patuh prokes kenapa tryout gara orang kayak begini yang kena imbas orang banyak demo bergerombol tidak pakai masker wes adu abab tidak karuan sisan,0
@Hernanurf Dampak ppkm po,dampak ppkm po,1
"@nameisnoval PPKM tuh singkatan dari Pemberlakuan Pembatasan Kegiatan Masyarakat, Bang. Mangkannya jangan nongkrong mulu di warkop, baca berita kek sekali-kali. Seenggaknya kalo mau jadi beban keluarga harus punya social awareness juga dong. 😲 https://t.co/QGoketQ3OV",ppkm itu singkatan dari pemberlakuan pembatasan kegiatan masyarakat mas mangkannya jangan nongkrong terus di warung kopi baca berita kayak sekali kali seenggaknya jika mau jadi beban keluarga harus punya social awarene juga dong,0
"@tempodotco Yg tidak terkena covids tapi tidak bisa mencari nafkah krn PPKM masih tetap tidak dapat bandos? 
Vaksinasi massal terasa semakin jarang dilakukan akhir2 ini.",yang tidak terkena covids tapi tidak bisa mencari nafkah karena ppkm masih tetap tidak dapat bandos vaksinasi sama al terasa semakin jarang dilakukan akhir ini,0
"PSBB
PPKM Mikro
PPKM Darurat
PPKM Level 4
.
.
.
.
PPKM Raja Terakhir",psbb ppkm mikro ppkm darurat ppkm level ppkm raja terakhir,1
"Baru jaga perbatasan PPKM aja ngeluh panas-panasan sama debu-debuan. Yang lu bentak itu jaga simbol negara blok. 

Ga punya kode etik pula nanya"" KTA &amp; rampas dompet.",baru jaga perbatasan ppkm saja ngeluh panas panasan sama debu debuan yang kamu bentak itu jaga simbol negara blok tidak punya kode etik pula tanya kata amp rampas dompet,0
"PPKM dan di rumah gini mau gofood jg sungkan sm Abangnya, la wong jalannya tutupan kabeh 24 jam, kebijakan paling tidak bermutu,",ppkm dan di rumah begini mau gofood juga sungkan sama abangnya lah wong jalannya tutupan kabeh jam kebijakan paling tidak bermutu,0
Habis PPKM apalagi ya. Gonta ganti judul ga selesai2.,habis ppkm apalagi iya gonta ganti judul tidak selesai,0
"PPKM sampe tagal 20  bantuan kagak ada Rakyat di kurung yg cari makan di denda . Tp mereka yg punya jabataan enak diem di rmh juga udh di gaji ma negara.

#LockdownJokowi
#LockdownJokowi",ppkm sampai tagal bantuan tidak ada rakyat di kurung yang cari makan di denda tapi mereka yang punya jabataan enak diam di rumah juga udah di gaji sama negara,0
"Tasikmalaya - 
“Saya menentang aturan PPKM ini, karena tidak berprikemanusian dan tidak berkerakyatan, saya menolak untuk tutup, saya sebagai pedagang kopi, petani kopi, tukang cimol, nasi goreng, tukang seblak menolak aturan ini,” kata Naza Fitri. https://t.co/bLbPEkedA0 https://t.co/41he4y9cQz",tasikmalaya saya menentang aturan ppkm ini karena tidak berprikemanusian dan tidak berkerakyatan saya menolak untuk tutup saya sebagai pedagang kopi petani kopi tukang cimol nasi goreng tukang seblak menolak aturan ini kata naza fitri,0
"Mulai kehabisan ide buat kegiatan selama di rumah. Bosen banget sialan, apalagi gue pribadi di rumah udah lama banget sebelum ppkm, pas covid di sini lagi parah parahnya. Sampe sekarang belum reda juga😭",mulai kehabisan ide buat kegiatan selama di rumah bosan banget sialan apalagi aku pribadi di rumah sudah lama banget sebelum ppkm pas covid di sini lagi parah parahnya sampai sekarang belum reda juga,0
"Rakyat disuruh patuh prokes, pemerintah abai urus hajat hidup rakyat yang terdampak. 

Menghindari kata ""lockdown"", menggantinya dari psbb menjadi ppkm, dst. 

Hingga sekarang ini orang² itu masih dengan pedenya bahwa caranya ampuh. 

#LengserkanPakLurah
#LengserkanPakLurah https://t.co/zWSRJnq6mw",rakyat disuruh patuh prokes pemerintah abai urus hajat hidup rakyat yang terdampak menghindari kata lockdown menggantinya dari psbb menjadi ppkm dan seterusnya hingga sekarang ini orang itu masih dengan pedenya bahwa caranya ampuh,0
ppkm anju ppkm gila,ppkm anju ppkm gila,0
Walah...lgi PPKM DARURAT ngadain kegiatan offline https://t.co/PKh30jSwoG,walah lagi ppkm darurat mengadakan kegiatan oflen,0
"Yg pengabdi pada PPKM biar covid turun atau bilang ""Yuk biar cepet selesai yuk"" Selesai juga idup orang, boro"" diem dirumah buat makan sehari - hari aja harus liat pemasukan dari penjualan, kalau emng mau cepet selesai kenapa swab, vitamin, oksigen ga digratiskan?",yang pengabdi pada ppkm supaya covid turun atau bilang yuk supaya cepat selesai yuk selesai juga hidup orang jangankan diam dirumah buat makan sehari hari saja harus lihat pemasukan dari penjualan kalau memang mau cepat selesai kenapa swab vitamin oksigen tidak digratiskan,0
@PutraWadapi Sekarang ini Darurat Nasional dan si opung yg menjadi pimpinan PPKM Darurat tidak berani mengambil sikap tegas bahkan berani membela orang/pengusaha yg melanggar. Contohnya TKA dari sumber Covid tetap bisa masuk ke Indonesia.. Proses dan tangkap semua yg melanggar.. itulah ADIL.,sekarang ini darurat nasional dan sih opung yang menjadi pimpinan ppkm darurat tidak berani mengambil sikap tegas bahkan berani membela orang pengusaha yang melanggar contohnya tka dari sumber covid tetap bisa masuk ke indonesia proses dan tangkap semua yang melanggar itulah adil,0
@WulandElisabeth Lagi ppkm... Susah kemana mana..,lagi ppkm susah kemana mana,0
"@arifinpribadi @jokowi @GeneralMoeldoko @PDemokrat barusan sebelumnya @PDemokrat, @AnnisaPohan tereak2 minta lokdon... cuman ppkm udah ribut soal idul adha (yg pasti ada peosedur keamanannya). memang nggak jauh2 ama bapaknya dan suaminya",barusan sebelumnya tereak meminta lokdon hanya ppkm sudah ribut soal idul adha yang pasti ada peosedur keamanannya memang tidak jauh sama bapaknya dan suaminya,0
setelah mikir sampe pagi gini akhirnya dicheck out juga dgn iming2 kebutuhan dasar semua krn balik bandung terasa sangat lama yg disebabkan ppkm dan makin menghawatirkannya pandemi yang anjinun di sini,setelah mikir sampai pagi begini akhirnya dicheck out juga dengan iming kebutuhan dasar semua karena balik bandung terasa sangat lama yang disebabkan ppkm dan makin menghawatirkannya pandemi yang anjinun di sini,0
Tangkepin lah itu juga orang2 yg gak patuh ppkm. Skalian kenain pasal kelalaian yang mengakibatkan hilangnya nyawa https://t.co/YLzdtUnXFM,tangkepin lah itu juga orang yang enggak patuh ppkm sekalian kenain pasal kelalaian yang mengakibatkan hilangnya nyawa,0
"Area Kedungwuni, Doro , dan beberapa tempat usaha kuliner di Kab. PKL, sejak PPKM Darurat ini diberlakukan, geliat pengunjung sepi sekali.
Pedagang yang kebanyakan wong cilik itu pada ngeluh.

___
Foto👇, kejadian semalam diambil dari status WA kawan, Pringlangu-Pekalongan.",area kedungwuni doro dan beberapa tempat usaha kuliner di kabupaten pkl sejak ppkm darurat ini diberlakukan geliat pengunjung sepi sekali pedagang yang kebanyakan wong cilik itu pada ngeluh foto kejadian semalam diambil dari status whatsapp kawan pringlangu pekalongan,0
"@filyamustika Disini susah, kudu pake suket domisili dari pak RT/RW atau pake suket dr kantor. Laaahh PPKM gini disuruhnya juga pake surat2an segala.",disini susah harus pakai suket domisili dari pak rw atau pakai suket dari kantor lah ppkm begini disuruhnya juga pakai surat an segala,0
@republikaonline Ko bantu  PPKM  emang negara dah bangkrut ya,kok bantu ppkm memang negara sudah bangkrut iya,0
PPKM (Pak Presiden Kudu Mundur) https://t.co/q5DIMYYM4Z,ppkm pak presiden harus mundur,0
@ramadhatil Percayalah yg sekelas ibukota saja tidak lockdown hanya sekedar ppkm yg dilapangan tidak mengatur tegas hanya berbentuk himbauan²,percayalah yang sekelas ibukota saja tidak lockdown hanya sekedar ppkm yang dilapangan tidak mengatur tegas hanya berbentuk himbauan,0
"@jokowi PPKM kasih bantuan pak jangan PPKM terus ttp tdk ada bantuan, bagaimana rakyat mau mentaati nya... Butuh lepas, harian, karyawan beda dengan ASN walau Kami tak kerja tak makan pak... Beda dg ASN walaupun bertahun mereka PPKM mereka tetap dapat gaji....",ppkm kasih bantuan pak jangan ppkm terus tetap tidak ada bantuan bagaimana rakyat mau mentaati nya butuh lepas harian karyawan beda dengan asn walau kami tidak kerja tidak makan pak beda dengan asn walaupun bertahun mereka ppkm mereka tetap dapat gaji,0
"PPKM

PELAN PELAN KAMU MAT*** https://t.co/JzsBN9LZXV",ppkm pelan pelan kamu mat,0
"PPKM
Punten Pak Kapan mundur
#MundurAjaPakde #PPKM",ppkm punten pak kapan mundur,0
"Kalo si paspampres sudah menunjukkan identitas dan kartu anggota... Dan masih diperiksa ini dan itu oleh Petugas PPKM saya setuju Polisi itu ditindak.. Tp kalo tidak..?? Yah Nggaklah..!!

Terus bawa2 teman datengin Mapolres, mau ngapain..?? Sok jago...?? https://t.co/TOcEfdd9Bg",jika sih paspampres sudah menunjukkan identitas dan kartu anggota dan masih diperiksa ini dan itu oleh petugas ppkm saya setuju polisi itu ditindak tapi jika tidak ya nggaklah terus bawa teman datengin mapolres mau sedang apa sok jago,0
"GaNas
Centeng tiongkok komunis

KNews.id- Koordinator PPKM Darurat Jawa-Bali, Luhut Binsar Pandjaitan mgtkan bhw RI tlh mlkkan komunikasi dgn Beijing utk penanganan pandemi covid-19.

Wayahe

#LengserkanPakLurah
#LengserkanPakLurah https://t.co/zFalVKPMlL",ganas centeng tiongkok komunis knews id koordinator ppkm darurat jawa bali luhut binsar pandjaitan mgtkan bahwa ri tlh mlkkan komunikasi dengan beijing untuk penanganan pandemi covid wayahe,0
Sebenernya mau ppkm atau lockdown itu gamasalah. Tapi yg jd masalah ga semua sektor punya pemikiran yg sama. Semisal tempat bekerja tidak menyuruh wfh tapi semua jalan ditutup lalu bagaimana cara berjualan nya😂😂😂😂,sebenarnya mau ppkm atau lockdown itu gamasalah tapi yang jadi masalah tidak semua sektor punya pemikiran yang sama semisal tempat bekerja tidak menyuruh wfh tapi semua jalan ditutup lalu bagaimana cara berjualan nya,0
@fentianaaa PPKM (Pelan Pelan Kehabisan Money),ppkm pelan pelan kehabisan money,0
"@otnayramitsme @ganjarpranowo @antoniusimail @DiniHrdianti @SahabatGanjar @GanjarNusantara Asal jgn spt PPKM di Jakarta ya pak Ganjar...👏👏👍👍👍
PPKM Petantang Petenteng Kayak Monyet marah2 ga jelas dan salah pula 🤭🤭🤭🤣🤣🤣🤣",asal jangan seperti ppkm di jakarta iya pak ganjar ppkm petantang petenteng seperti monyet marah tidak jelas dan salah pula,0
"@Endriyw PPKM. Pemerintah Pengkhianatan Kepada Masyarakat.
#MundurAjaPakde 
#MundurAjaPakde",ppkm pemerintah pengkhianatan kepada masyarakat,0
"anjay dari epic turun ke grandmaster hiksrot
PPKM = Pelan Pelan Kita Miskin ? https://t.co/tDMWw21qab",anjay dari epic turun ke grandmaster hiksrot ppkm pelan pelan kita miskin,0
