,raw,processed,label
1120,"ppkm di tambah jadi 30 menit, percuma juga pak aku kalau makan juga sebelum pandemi cuma 10 menit.",tambah jadi menit pak makan pandemi menit,0
1121,PPKM akan diperpanjang sampai 17 Aug 21,diperpanjang aug,1
1122,"Aparat menjalankan PPKM protokol covid-19. Masih dimanjakan negara, terima gaji bulanan. 

Pemerintah euforia, pertum eko Q2/2021 capai 7% . Tp rakyat berteriak kesusahan utk bertahan. 

Kok gak nyambung? 
Ini mirip kisah korban covid menurun, tapi jmlh yg meninggal tetap tinggi https://t.co/behxQmdZdL",aparat menjalankan protokol covid dimanjakan negara terima gaji bulanan pemerintah euforia pertum eko capai rakyat berteriak kesusahan untuk bertahan menyambung mirip kisah korban covid menurun jmlh meninggal tetap tinggi,0
1123,"Ppkm, pernah perhatian kemudian menghilang💔",perhatian menghilang,1
1124,"@ABSetyono @kemkominfo @PlateJohnny @DS_yantie @vita_AVP @narkosun @psi_id @Saty4Jogj4 @selfmirror_ @anandasukarlan Masyarakat dan aparat harus bersama ciptakan suasana yang kondusif, tertib dan taat prokes. 

Demi memutus mata rantai penyebaran Covid 19 dan mensukseskan PPKM.

@PlateJohnny 
@kemkominfo",masyarakat aparat ciptakan suasana kondusif tertib taat prokes memutus mata rantai penyebaran covid mensukseskan,2
1125,@VIVAcoid mentang mentang duitnya banyak maen lokdown aja.. cukup PPKM level 2 aja model dimari. duitnya sumbangin ke negri wakanda buat pedagang yg ga boleh jualan,mentang mentang duitnya main lokdown cukup level model dimari duitnya sumbangkan negeri wakanda pedagang jualan,0
1126,"@arcanedf_ @AREAJULID Pastinya iyalah, ppkm kan diperpanjang terus sampai mampus",pastinya iyalah diperpanjang terus mampus,0
1127,@apacarikbeb nah iya mau kerumah kakak lagi ppkm wkwk,iya kerumah kakak wkwk,1
1128,@Kita_AMLTF AKU PATUH PPKM DEMI INDONESIA SEHAT DAN MAJU,patuh indonesia sehat maju,2
1129,"@Askrlfess masih banyak nder, tapi katanya aku liat di tikt°k rs juga udah banyak yg sepi alias gegara ppkm ini kasus nya jadi alhamdulilah turun cmiiw",brother katanya lihat tikt rs sepi alias gara-gara kasus nya jadi alhamdulilah turun correct me if i'm wrong,2
1130,"@shbt_pegadaian dengan adanya PPKM, bagaimana dengan bunga nya apakah bunga berjalaan selama PPKM, kami ingin bayar sebelum  jatuh tempo,  PPKM 13 -31 juli,  mohon tidak ada bunga selama PPKM, cc @jokowi",bunga nya bunga berjalaan bayar jatuh tempo juli mohon bunga cc,1
1131,"PPKM
Pagi Pagi Ku Merindumu

#BecauseofAllah
#IMissYou",pagi pagi ku merindumu,1
1132,"Ada untungnya juga nih ppkm, kalo ngga bisa jebol nih ak sehari bisa datang ke 3 nikahan",untungnya jebol sehari datang nikahan,2
1133,"@arya_figo Ppkm,pelan pelan kamu memikirkannya ..",pelan pelan memikirkannya,1
1134,"Perpanjangan PPKM level 4 sudah mempertimbangkan berbagai aspek..ketahanan, kesehatan dan keselamatan masyarakat demi mencegah penyebaran virus kovid 19
.
.
#TetapWaspadaCovidMasihAda 
Mari taat dan patuhi aturan PPKM 
Lawan kovid 19 https://t.co/IIX0vezPrH",perpanjangan level mempertimbangkan berbagai aspek ketahanan kesehatan keselamatan masyarakat mencegah penyebaran virus kovid mari taat patuhi aturan lawan kovid,2
1135,PPKM diperpanjang bukan sebuah alasan untuk berhenti mengejar cita-cita. Tak trobos e 😂😂,diperpanjang alasan untuk berhenti mengejar cita cita trobos,2
1136,Rakyat MAYORITAS NKRI PANCASILAku kenapa Kita semakin MENDERITA AYOOO PPKM ALIAS perbanyak pergi Ka Masjid bgi Muslim.yg lain ka Tempat doa masing2 AMALKEN PANCASILAXE SILA 1 MAKA 4 SILA LAINXA NOROK PASTIXE,rakyat mayoritas nkri pancasilaku menderita ayo alias perbanyak pergi kakak masjid muslim kakak tempat doa amalken pancasilasila sila lainnorok pastixe,0
1137,Disdik Jatim berencana membuka sekolah SMA/SMK/SLB secara terbatas apabila PPKM Darurat dicabut oleh pemerintah,disdik jatim berencana membuka sekolah smk slb secara terbatas darurat dicabut pemerintah,1
1138,"@iwan_jovi3 mampir ke Padang bg jo 
nanti dikasih oleh2 rendang ala PPKM😂😂",mampir padang abang jo dikasih rendang ala,1
1139,"Berarti pemimpin kita tidak memahami arti lockdown serta 
Kewajiban dan tanggungjawab ketika Ppkm dan ketika lockdown.
Sehingga dalam pernyataan seakan yg salah dan tdk mampu itu rakyat.. https://t.co/h3lHmV4WsN",berarti pemimpin memahami arti lockdown kewajiban tanggungjawab lockdown pernyataan seakan salah rakyat,0
1140,"@lintang_ayoe @ainunnajib @ariel_heryanto @na_dirs Justru itulah yang dibutuhkan pemerintah an. Inilah yang dicari oleh Masyarakat Indonesia yang stay dirumah aja, rebahan sambil stay lihat Twitter sampai PPKM Selesai.",dibutuhkan pemerintah an dicari masyarakat indonesia tinggal dirumah rebahan tinggal lihat twitter selesai,2
1141,Ppkm diperpanjang. Aku harus bisa menjaga imut tubuhku ini.,diperpanjang menjaga imut tubuhku,1
1142,beres ppkm hrus ngumpulin hard copy dan buku perpus biar ga lupa😭,beres ngumpulin hard copy buku perpus lupa,1
1143,"Eh, selamat pagi. Happy weekend. Sudah sarapan belum? Karena ppkm, ngapel virtual aja ya nanti malam. Jangan lupa prokes nya 😊",eh selamat pagi bahagia weekend sarapan ngapel virtual iya malam lupa prokes nya,2
1144,"#presidenterburukdalamsejarah

kapan ppkm selesai? kapan Corona ini selesai? 2 tahun belajar online bukannya ngerti malah makin bodoh.",selesai corona selesai tahun belajar onlen mengerti bodoh,0
1145,"@potatoooguurl Sok gpp itu oge, pedesnya level 4 ya biar mirip kaya ppkm",sok tidak apa-apa oge pedesnya level iya mirip kayak,1
1146,"@SF_Community_ @smartfrenworld Aku suka pake kuota mingguan atau harian kalau khabisan kuota heheh.. 
Soalnya PPKM kebutuhan kuota melejit dan tak terduga 😊",suka pakai kuota mingguan harian khabisan kuota heheh soalnya kebutuhan kuota melejit terduga,0
1147,@wenda_N99 Jangan PROVOKATIV begitu. PPKM dng kasus Tanjung Priok jelas beda jauh akar permasalahannya.,provokativ kasus tanjung priok jelas beda jauh akar permasalahannya,1
1148,"@schfess Pernah,karena di suruh nyanyi atau cover lagu. Itu sekali, setelahnya sih kita secara online. Tapi sih,itu tugas sebelum PPKM kalau sekarang lebih banyak tugas mandiri",suruh nyanyi cover lagu setelahnya sih secara onlen sih tugas tugas mandiri,1
1149,@ridwankamil Mudah mudahan dengan adanya ppkm corona cepat ilang Aamiin,mudah mudahan corona cepat hilang amin,2
1150,"Gue setuju.
At least kampus harus menerapkan kelonggaran ttg ini. Apalagi buat yg bikin skripsinya deskriptif dan eksperimen. Mereka butuh lab, mereka butuh lokus. Sedangkan semua itu tutup karena PPKM. https://t.co/xKgir73Nro",setuju at least kampus menerapkan kelonggaran skripsinya deskriptif eksperimen butuh lab butuh lokus tutup,0
1151,"@RachlanNashidik @LurahTanpoWargo Sepertinya lupa , krn penerapan PPKM level 4 pun dikatakan rakyat sdh menjerit, apalagi Lockdown.
Dipahaminya gk ya, kewajiban negara thd rakyatnya?",lupa penerapan level dikatakan rakyat menjerit lockdown dipahaminya gak iya kewajiban negara rakyatnya,0
1152,@IrutPagut @PutraWadapi Mungkin pulang kampung balik ke Jakarta terhalang penyekatan PPKM level 4.,pulang kampung balik jakarta terhalang penyekatan level,0
1153,"PSBB, PPKM dan berbagai istilah sejenisnya = KONTOL",psbb berbagai istilah sejenisnya kontol,0
1154,"PPKM Mikro kan salah satunya menjaga mobilitas, kalo motorlitas gimana? kok ga dibatasin juga sihh",mikro salah satunya menjaga mobilitas motorlitas dibatasin sih,1
1155,@missdinap Mungkin pakpol lagi menjelaskan ppkm itu seperti apa,pakpol menjelaskan,1
1156,Udah level 10000000 nih kek PPKM https://t.co/LKluk8y19N,level kayak,0
1157,Aku saat mengamati penerapan PPKM https://t.co/O56tmus06h,mengamati penerapan,1
1158,"Hey yow PPKM..

Pernah Perhatian, Kemudian Menghilang.

Slebeww",hai yow perhatian menghilang slebeww,1
1159,"@rizieqdivist @aniesbaswedan buah jatuh ga jauh dari pohonnya. Pimpinannya dungu, ya anak buahnya goblok.  

Masjid masih banyak yang buka. Sweeping cuma masjid dijalan raya. Itupun saya masih bisa Jumatan dimana DKM nya curi curi dan akal akalan..lalu masjid dikampung. Buanyak. PPKM cuma dikampretin mrk",buah jatuh jauh pohonnya pimpinannya dungu iya anak buahnya bodoh masjid buka sweeping masjid dijalan raya itupun jumatan dimana dkm nya curi curi akal akalan masjid dikampung buanyak dikampretin,0
1160,@geloraco berisik ah lagi ppkm nih,berisik ah,1
1161,"Kita harusnya menyadari bahwa Kebijakan PPKM merupakan wujud dr keperdulian Pemerintah terhadap keselamatan serta kesehatan kita...

#TetapWaspadaCovidMasihAda 

Mari kita selalu mewaspadai Copid.... https://t.co/hiV0twhXhC",menyadari kebijakan wujud keperdulian pemerintah keselamatan kesehatan mari mewaspadai copid,2
1162,Mewaspadai manuver politik pegawai KPK yang tidak lolos TWK. PPKM Basmi Covid https://t.co/mGuF8Juc6g,mewaspadai manuver politik pegawai kpk lolos twk basmi covid,2
1163,"Pro dan kontra jamak terjadi ketika adanya sebuah kebijakan...namun mari kita renungkan bersama ...bahwa kebijakan PPKM ini semata mata utk keamanan dan keselamatan kita juga....

#TetapWaspadaCovidMasihAda 

Jgn lengah ya Guys.... https://t.co/33PLPSsyrS",profesional kontra jamak terjadi kebijakan mari renungkan kebijakan semata mata untuk keamanan keselamatan lengah iya teman-teman,2
1164,@B0c4hkeling PPKM tekan penyebaran virus,tekan penyebaran virus,2
1165,Bingung bgt orang banding2in PPKM di indo sama lockdown di negara maju. Kaga mikir emang ada tukang cilok disono? Ya emang di indo banyakan yg hari ini cari uang buat makan hari ini,bingung banget orang banding indonesia lockdown negara maju mikir tukang cilok di sana iya indonesia banyakan hari cari uang makan hari,0
1166,@arusbaik_id Semoga dengan PPKM pandemi bisa diatasi,semoga pandemi diatasi,2
1167,"@_Dauph1ne_ Lagi diIsolasi diq
Kan lg PPKM nih ?🤭",diisolasi diq,1
1168,"Semalem jam 10 kurang gw ke apotik beli obat dan liat daerah rumah gw ga ada ppkm. Itu angkringan apa yg jual mknn di sepanjang pinggir jln, banyak. Yg beli &amp; mkn jg di tmpt jg ada. Apaan yg ppkm. Mau covid cepat kelar ga sih 😭😭😭😭😭 https://t.co/5xUildp8m6",semalem jam kurang apotik beli obat lihat daerah rumah angkringan jual mknn pinggir jalan beli amp tempat covid cepat kelar sih,0
1169,@aiyu_asayaka @SiaranBolaLive Wkkkkk katanya nunggu ppkm selesaiiiii… ga enak klo dibjngkussss 😂😂😂,waktu katanya menunggu selesai enak dibjngkus,1
1170,"Perpanjangan PPKM Bentuk Komitmen Pemerintah Utamakan Kesehatan Rakyat. Berjuang Lawan Pandemi
https://t.co/6mdcSqkJwi",perpanjangan bentuk komitmen pemerintah utamakan kesehatan rakyat berjuang lawan pandemi,2
1171,"PPKM Darurat berlaku di Banten juga, kan? Kenapa masjid-masjid di sini (Sarua Indah) masih melaksanakan salat Subuh berjamaah? https://t.co/QomrpDtGVn",darurat berlaku banten masjid masjid sarua indah melaksanakan salat subuh berjamaah,1
1172,Ganjar Sidak Ketaatan Masyarakat Dalam PPKM Darurat - Kompas TV https://t.co/JJpqaoBqBc https://t.co/9lBpn0E3kU,ganjar sidak ketaatan masyarakat darurat kompas tv,1
1173,PPKM = Pemberlakuan Pembatasan Kegiatan Menpa https://t.co/sum4rXa3np,pemberlakuan pembatasan kegiatan menpa,1
1174,"Mau parpol, individual, TNI, Polri, pengusaha, buruh, IRT kalau mendukung percepatan vaksinasi massal dan kampanye prokes serta PPKM ya saya dukung100%",partai politik individual tni polri pengusaha buruh ikalau mendukung percepatan vaksinasi al kampanye prokes iya dukung,2
1175,@HWIY0UNGG NANTII YAAHH tunggu ppkm ga diperpanjang nnt kita bisa hepi hepi jalan lagii,ya tunggu diperpanjang hepi hepi jalan,1
1176,"Bagi sebagian orang, PPKM itu mengganggu aktifitas, bagi sebagian lainnya, PPKM itu cara untuk istirahat sejenak dari rutinitas aktifitas.",sebagian orang mengganggu aktifitas sebagian cara untuk istirahat rutinitas aktifitas,1
1177,"“Anda tidak akan pernah belajar sabar dan berani jika di dunia ini hanya ada kebahagiaan.” -Helen Keller-

Selamat pagi! Tetap sabar menjalani PPKM, temankeu!",belajar sabar berani dunia kebahagiaan helen keller selamat pagi tetap sabar menjalani temankeu,2
1178,Masyarakat Kecamatan Tamako mendukung Pelaksanaan PPKM https://t.co/zRVPhakeEh,masyarakat kecamatan tamako mendukung pelaksanaan,2
1179,"Sumpah sih org jahat bgt! Mana tau org mau bikin acara tau tau ada kebijakan PPKM darurat. Ini pun udah dicancel semua undangan dan jadinya cuma kasih nasi box doang..
Ya Allah sedih bgt 😢
Kalo engga suka coba ditegur dulu secara langsung biar orgnya kasih penjelasan",sumpah sih orang jahat banget tahu orang acara tahu tahu kebijakan darurat dicancel undangan jadinya kasih nasi box doang iya allah sedih banget suka coba ditegur secara langsung orgnya kasih penjelasan,0
1180,"ya kalau faskes di sini udah selevel UK dan vaksinasi udah &gt;60% sih mau buka kegiatan segimana juga terserah.... 

ini tau dirilah pada... vaksin di daerah kadang sampai berminggu2 gak dapat suplai, faskes pun sangat minim, masih pada mau tolak PPKM juga? makin lama ini pandemi.",iya faskes selevel uk vaksinasi sih buka kegiatan segimana terserah tahu dirilah vaksin daerah kadang berminggu suplai faskes minim tolak pandemi,0
1181,"@jokowi Tapi pak, Jika bursa saham indonesia ambrol dan rupaih melemah sampai akhir tahun, apakah akan PPKM sampai akhir tahun 2021 ?",pak bursa saham indonesia ambrol rupaih melemah akhir tahun akhir tahun,0
1182,PPKM diperpanjang sampai kamu bisa nguras danau Toba pake sendok puyer .. wkwkkw https://t.co/xnJuxhXLz4,diperpanjang nguras danau toba pakai sendok puyer tertawa,0
1183,the irony udah ppkm jg sy liat” masi banyak yg nongkrong tanpa tujuan kek emg kalo diem dirumah pada lumutan kh? https://t.co/l0W0CjYnzq,the irony lihat nongkrong tujuan kayak diam dirumah lumutan kah,0
1184,"keberhasilan PPKM darurat dalam menekan laju penyebaran covid-19

#PPKM
#PPKMDarurat
#BersatuLawanCovid19
#NegeriPulihDenganVaksin
#LawanCOVID19
#Vaksin
#NewNormal https://t.co/0dHvo2Wye3",keberhasilan darurat menekan laju penyebaran covid,2
1185,@mysnla kan ppkm ya jd ga keluar pas hari minggu,iya jadi keluar pas hari minggu,0
1186,"OIYAA dia juga ngajak gue main mulu anjrit pdhl lg ppkm, mau main dirumah gue terusss sampe katanya mau ijin ke emak udh tau emak gue rempong.. ini kalo lg ga pandemi jujur aja pasti dia udh maksa22 mau main ih ih ih sebel",oiyaa mengajak main terus anjing main dirumah terus katanya ijin emak udah tahu emak sulit pandemi jujur udah maksa main ih ih ih sebel,0
1187,"Parah sih kalau ppkm diperpanjang. Demi apapun ppkm itu dampaknya besar. Sebagian orang diluar sana karena ppkm bisa kehilangan pekerjaan. Trus gimana mereka menghidupi dirinya apalagi kalau punya anak/istri? Iya ini pandemi, tapi orang juga makin sakit karena lapar.",parah sih diperpanjang apapun dampaknya besar sebagian orang diluar kehilangan pekerjaan terus menghidupi punya anak istri iya pandemi orang sakit lapar,0
1188,"ppkm cepet selesai dong, gue kangen mau main sama temen 😫",cepat selesai kangen main teman,0
1189,@banwie PPKM FAVORITE JUGA INI MAH 🤤🤤🤤🤏🤏🤏❤️❤️❤️ anw goodluck yah rau!!!,favorite mah anw goodluck ya rau,2
1190,Selamat menunaikan PPKM 2021 🙏🏽,selamat menunaikan,1
1191,"Bukannya gak mau Bantu Rakyat saat PPKM. cuma nanti Kalo dibantu...Bisa Bangkrut negara ini, trus Ngutang Lagi, Mau Jual Aset apalagi, ini aja udah byk yg tergadai.

Udah tidur aja ya Mblo... 🤭🤣",bantu rakyat dibantu bangkrut negara terus ngutang jual aset tergadai tidur iya jomblo,0
1192,"#StopBuatKerumunan , semua sudah diatur,. Jadi tak ad alasan lg tuk melanggar. Bahkan pemerintah tlah mngucurkan bansos tuk menahan efek PPKM Darurat. Sayangi dirimu, patuhi prokes, kurangi mobilitas daan ikut vaksin https://t.co/ScbaovqzbE",diatur jadi alasan untuk melanggar pemerintah tlah mngucurkan bansos untuk menahan efek darurat sayangi dirimu patuhi prokes kurangi mobilitas daan ikut vaksin,2
1193,PPKM diperpanjang sampai Detektif Conan dan One Piece tamat.,diperpanjang detektif conan one piece tamat,1
1194,"Sebenarnya di masa PPKM ini,
uang itu masih bisa dicari tapi susah.",masa uang dicari susah,0
1195,"Apa aja sih singkatan PPKM?

1) Perbanyak Pergi Ke Masjid",sih singkatan perbanyak pergi masjid,1
1196,ppkm diperpanjang sungguh melelahkan:),diperpanjang sungguh melelahkan,0
1197,"Kalau ppkm begini, tambak boyo buka ga sih?",tambak boyo buka sih,1
1198,@BebbeIac nnti pas udh ga ppkm kita ketemu ramean yaaa,pas udah ketemu ramean iya,1
1199,"@CNNIndonesia Kan mreka udah nongkrong disaat PPKM ditambah lagi bolos apel, bukannya apel tapi malah nongkrong. Pelanggarannya dobel2",nongkrong disaat ditambah bolos apel apel nongkrong pelanggarannya dobel,0
1200,@erasedpoem wah bakalan seru ada temen gym cwk nih nanti sehabis ppkm 😁,seru teman gym cwk sehabis,2
1201,"@ObiWan_Catnobi Aneh bgt sampe skrg ga ada rule sama sekali soal pengamanan basic need kaya sembako, oksigen, obat2an dll

Aku ga mikir PPKM darurat ini sebelah mana daruratnya",aneh banget rule soal pengamanan basic need kayak sembilan bahan pokok oksigen obat an dan lain-lain mikir darurat sebelah daruratnya,0
1202,"Selamat Pagi 
PPKM masih berlaku ayuk semangat bertahan",selamat pagi berlaku ayo semangat bertahan,2
1203,"sedih banget ga si, orderan ortu dikit banget gara-gara ppkm😔",sedih banget sih orderan orang tua dikit banget gara gara,0
1204,"@tempodotco Tempo..sebagai media terpercaya ..semestinya nggak perlu memakai istilah PPKM...mengikuti Rejim Kecebong yang nggak jelas saat ini...
(Sorry...Just a Suggestion)",tempo media terpercaya semestinya perlu memakai istilah mengikuti rejim kecebong jelas maaf just suggestion,0
1205,Selamat menikmati akhir pekan dikala ppkm yang tak bisa kemana-mana. 😄🤣,selamat menikmati akhir pekan dikala kemana,1
1206,"Hri ni avail yah , ada rate promo khusus ppkm loh😘 yuk gercep dijapri lewat dm beb 🥰 #bolampung #availlampung https://t.co/bqa7TWf7fH",hari avail ya rate promo khusus loh yuk gercep dijapri lewat dm sayang,2
1207,"PPKM di perpanjang.. Bagi yang ga dapet gaji bulanan pasti cari cara survive sampe agustus nanti.

Mau ga mau, suka ga suka, harus BERADAPTASI mencari SOLUSI. Dulu dinosaurus aja PUNAH akibat tidak dapat beradaptasi dengan PERUBAHAN. Masa manusia indo punah juga akibat PPKM?",perpanjang gaji bulanan cari cara survive agustus suka suka beradaptasi mencari solusi dinosaurus punah akibat beradaptasi perubahan masa manusia indonesia punah akibat,0
1208,"Selamat pagi semua💃💃💃..

 Jgn lupa sarapan , jaga kesehatan dna juga Jangan lupa Untk selalu bahagia.. Meski PPKM diperpanjang☹️.. 
Semaaaangat..",selamat pagi lupa sarapan jaga kesehatan dna lupa untuk bahagia diperpanjang semangat,2
1209,"Nyumbang Istilah PPKM Baru:
Setelah Namanya PPKM Darurat sekarang 

""PPKM yok Bisa Yok Terakhir""...

Abis itu

""PPKM Darah Penghabisan""",nyumbang istilah baru namanya darurat yuk yuk terakhir habis darah penghabisan,0
1210,"/wal selama ppkm di pulau jawa, pengiriman paket jadi lebih lambat lah? atau ttp sama aja?",wal pulau jawa pengiriman paket jadi lambat tetap,0
1211,"PPKM waktunya diperpanjang dan bila hasilnya sama aja , maka akan dilakukan ADU PINALTI

#ppkm #ppkmgakbertanggungjawab #ppkmsontoloyo #ppkmnegripinokio",waktunya diperpanjang hasilnya dilakukan adu pinalti,1
1212,"PPKM level 4 turunkan kasus positif cvd19, yuk tetap patuhi aturan yg ada. jadikan protokol kesehatan sebagai kebutuhan, dengan demikian kita membantu mengurangi beban bagi fasilitas pelayanan kesehatan.
#TetapProkesJanganKendor https://t.co/0BYJnZ17xj",level turunkan kasus positif cvd yuk tetap patuhi aturan jadikan protokol kesehatan kebutuhan membantu mengurangi beban fasilitas pelayanan kesehatan,2
1213,"Pagi Ol,
Selamat kembali memulai aktivitas ditengah suasana Hari Tasyrik dan diperpanjang nya PPKM, harus semangat. Karena kalo kita ga keluar kerja kita ga makan🙏",pagi online selamat kembali memulai aktivitas ditengah suasana hari tasyrik diperpanjang nya semangat keluar kerja makan,1
1214,"@tsetiady ada PPKM aja masih banyak yang menyangkal kalau Covid ini masih ada dan bikin sistem Faskes kolaps, apalagi kalau gak ada PPKM pada makin lupa diri... 😔",menyangkal covid sistem faskes kolaps lupa,0
1215,"Dahlah aku coba buat dalgona aja lagi sampe PPKM selesai, semoga kali ini berhasil.",coba dalgona selesai semoga kali berhasil,1
1216,"Kebijakan ini diambil pemerintah meskipun sebetulnya berdasarkan data yang dimiliki, penyebaran kasus Cvd19 sudah mulai cenderung menurun setelah PPKM level 4 dijalankan.. tapi tetap prokes Ingat 5M 
#TetapProkesJanganKendor https://t.co/sflXCr5a3e",kebijakan diambil pemerintah berdasarkan data dimiliki penyebaran kasus cvd mulai cenderung menurun level dijalankan tetap prokes ingat,2
1217,"Kami meminta kepada Gubernur untuk menyampaikan imbauan kepada pengusaha/pemimpin perusahaan agar mengoptimalkan PPKM Rencana Keberlangsungan Usaha dalam Menghadapi Pandemi COVID-19 
#TolongPatuhiAturanPPKM https://t.co/8F1edwaInY",meminta gubernur untuk menyampaikan imbauan pengusaha pemimpin perusahaan mengoptimalkan rencana keberlangsungan usaha menghadapi pandemi covid,2
1218,@duacangkir Pls bener bgt sama kaya unpatti undur trs gr gr ppkm padahal mah tggl online aja anjrit ribet amat,tolong benar banget kayak unpatti undur terus gara gara mah tggl onlen anjing ribet,0
1219,@archa_bella Semoga semua masyarakat memaklumi penerapan PPKM ini buat keselamatan bersama ya,semoga masyarakat memaklumi penerapan keselamatan iya,2
1220,PPKM : Pande pande kau mutar,pande pande mutar,1
1221,"Sudah dengar belum larangan dr Gubernur yaitu Jabar dan DKI tentang demo yang akan dlakukan hari ini, apa kabarnya PPKM?

Mana sandiwara sok tegas kalian tentang penekanan angka penderita covid?

Ayo dong bacot😌",dengar larangan gubernur jabar dki demo dlakukan hari kabarnya sandiwara sok tegas penekanan angka penderita covid ayo banyak bicara,0
1222,"@BNI Aku tim #IndonesiaTangguh
Semangat yok bisa melewati masa pendemi dan ppkm. Dan semoga Indonesia semoga pulih kembali. #GenerasiTangguhIndonesia https://t.co/UxC0Y25wmD",tim semangat yuk melewati masa pendemi semoga indonesia semoga pulih kembali,2
1223,@BNI Kalo yg di Dayeuhkolot buka ga min? Atau masih ppkm,dayeuhkolot buka min,1
1224,"Sekali lg negara kasih kesempatan ke LBP (another king of lip service). Kalo doi bisa bikin emergency PPKM ini berhasil, dan kurva kasus harian terjun payung, gue bakal follow aku ig lo",negara kasih kesempatan lbp another king of lip service doi emergency berhasil kurva kasus harian terjun payung bakal follow ig,0
1225,@bertanyarl Gw kontra sih. Ppkm emng sehrusnya gk diperpnjang. Tp kerumunan hrus ttep dilarang dan prokes ttep dijaga ketat. Masyrkt jg hrus bisa buktikn ke-taatanya saling mnjaga supya pmerintah  bisa sedikit melonggarkn buat ekonomi klangan bawah bisa bertahan.,kontra sih sehrusnya gak diperpnjang kerumunan tetap dilarang prokes tetap dijaga ketat masyrkt buktikn taatanya mnjaga supya pmerintah melonggarkn ekonomi klangan bawah bertahan,2
1226,"PPKM hari ke-2 jalanan lengang. Sepi tenan.. 

#dasareisihesuk 🤭

#ppkm #mikro #ppkmmikro #jawabali #covid_19 https://t.co/XvAqeL9weU",hari jalanan lengang sepi tenan,1
1227,"Aturan PPKM Level 1 s/d PPKM Level 4 diberlakukan untuk kebaikan, kesehatan dan keselamatan kita bersama.

#TetapProkesJanganKendor https://t.co/y2TXSQKfeE",aturan level level diberlakukan untuk kebaikan kesehatan keselamatan,2
1228,"Gmn min @DKIJakarta  warga sudah resah,ppkm di perpanjang tapi hiburan malam bebas,apa mekang benar ada oknum yg backup ? https://t.co/DWGseJpzab",gimana min warga resah perpanjang hiburan malam bebas mekang benar oknum backup,0
1229,"Hadeuh, sabar yuk besok ppkm terakhir. Moga gaada perpanjangan yg jdi hambatan lainnya",aduh sabar yuk besok terakhir moga tidak ada perpanjangan jadi hambatan,2
1230,"@akutaurifky Jangan gitu, Bambang. Ntar ada virus baru betulan, lu sendiri yg repot. Yang insecure bukan covidnya. Tapi elu karena PPKM betulan diperpanjang sampe ntah kapan. 😪😪😪",bambang virus baru betulan repot insecure covidnya betulan diperpanjang,0
1231,"Sejak PPKM.
Kegiatan di rumah, 
Cuci Baju, Setrika, Bersihin Tanaman², 
Si Hitam jarang dicuci..

Bank WFH, Notaris pada Tutup..

Alhamdulillah masih bisa cari makan buat Anak² semuanya..
🤲😊🤲",kegiatan rumah cuci baju setrika bersihin tanaman sih hitam jarang dicuci bank wfh notaris tutup alhamdulillah cari makan anak,2
1232,Selamat pagi hari kedua PPKM level 4 tetep patuhi prokes pake masker bikin km tambah cakep girl. Selamat beraktivitas pagi moga lancar dan sukses hari ini Salam Super. https://t.co/UaDnMfA8YV,selamat pagi hari kedua level tetap patuhi prokes pakai masker tambah cakep girl selamat beraktivitas pagi moga lancar sukses hari salam super,2
1233,"@RenaHoston178 @ChusnulCh__ Yahh, ini jg berita hoax disebar. itu kan tukang parkir di makassar yg lemes krn kelaparan. yg pro dan kontra sama ppkm sama aja gobloknya",ya berita isu bohong disebar tukang parkir ar lemes kelaparan profesional kontra gobloknya,0
1234,"Ini cara terbaik, kita sebagai masyarakat tinggal mematuhi seluruh arahan pemerintah agar menjaga kesehatan dengan protokol kesehatan yg sudah disampaikan oleh pemerintah.
Jangan bawel ya.., PPKM ini cara terbaik welawan Cvd19. Sama2 kita lawan kor0na ok.👍🏽#TolongPatuhiAturanPPKM https://t.co/euSIjju9QN",cara terbaik masyarakat tinggal mematuhi arahan pemerintah menjaga kesehatan protokol kesehatan disampaikan pemerintah bawel iya cara terbaik welawan cvd lawan kor nya ok,2
1235,"@infomalang temen² info dong kuliner pagi di malang yg recomend dan masih ttp ON  di masa ppkm gini dmn aja ya ?
thankks ...😊",teman informasi kuliner pagi malang recomend tetap on masa dimana iya thankks,1
1236,"@ceritanyawulan Berharap PPKM berdampak positif, bisa menurunkan tingkat penyebaran pandemi",berharap berdampak positif menurunkan tingkat penyebaran pandemi,2
1237,ppkm gini udah boleh kuliah offline ya di surabaya? huuh,kuliah oflen iya surabaya huuh,1
1238,"Dokmin sedih loh, PPKM datang lagi. Bukan sedih karena gak mau angka covid turun, tapi sedih karena “anjuran ke dokter gigi kembali ke kasus2 emergency atau darurat saja”

Iya kalau emergencynya karena trauma, dll. Nah emergency yg umum terjadi adalah sakit gigi tak tertahankan. https://t.co/KuZNEeKCDV",dokmin sedih loh datang sedih angka covid turun sedih anjuran dokter gigi kembali kasus emergency darurat iya emergencynya trauma dan lain-lain emergency umum terjadi sakit gigi tertahankan,0
1239,"@destinipl Wkwkwk,, yuuukkk, tapi takutnya PPKM nya diperpanjang trus nanti kita daring lagi,",wkwkwk yuk takutnya nya diperpanjang terus online,0
1240,"Kamu tidak bisa menghentikan matahari terbenam, tetapi kamu pasti bisa menghentikan virus corona farian baru. Laksanakan ppkm darurat Di rumah saja.",menghentikan matahari terbenam menghentikan virus corona farian baru laksanakan darurat rumah,2
